total_mesas,zero_all_parties,zero_fp,zero_lla,zero_both_fp_lla_but_has_votes,pct_zero_all,pct_zero_fp,pct_zero_lla,pct_zero_both_but_has_votes
108992,861,1084,987,10,0.789966236054022,0.994568408690546,0.905571051086318,0.00917498532002349
