secprov,seccionId,name,circuitoId,nombreAgrupacion,mesasTotalizadas,cantidadElectores,votos
02,009,Baradero,00109,NO_VOTANTES,2,706,469
02,009,Baradero,00109,OTROS,2,706,41
02,009,Baradero,00109,UxP,2,706,54
02,009,Baradero,00110,EN BLANCO,2,481,104
02,009,Baradero,00110,LLA_JxC,2,481,16
02,009,Baradero,00110,NO_VOTANTES,2,481,229
02,009,Baradero,00110,OTROS,2,481,96
02,009,Baradero,00110,UxP,2,481,36
02,009,Baradero,00111,EN BLANCO,1,235,43
02,009,Baradero,00111,LLA_JxC,1,235,16
02,009,Baradero,00111,NO_VOTANTES,1,235,72
02,009,Baradero,00111,OTROS,1,235,40
02,009,Baradero,00111,UxP,1,235,64
02,009,Baradero,00113,EN BLANCO,5,1369,169
02,009,Baradero,00113,LLA_JxC,5,1369,142
02,009,Baradero,00113,NO_VOTANTES,5,1369,665
02,009,Baradero,00113,OTROS,5,1369,171
02,009,Baradero,00113,UxP,5,1369,222
02,010,Arrecifes,00117,EN BLANCO,73,25269,1839
02,010,Arrecifes,00117,LLA_JxC,73,25269,4850
02,010,Arrecifes,00117,NO_VOTANTES,73,25269,8712
02,010,Arrecifes,00117,OTROS,73,25269,3136
02,010,Arrecifes,00117,UxP,73,25269,6732
02,010,Arrecifes,00118,EN BLANCO,2,682,89
02,010,Arrecifes,00118,LLA_JxC,2,682,149
02,010,Arrecifes,00118,NO_VOTANTES,2,682,183
02,010,Arrecifes,00118,OTROS,2,682,91
02,010,Arrecifes,00118,UxP,2,682,170
02,010,Arrecifes,00120,EN BLANCO,2,474,43
02,010,Arrecifes,00120,LLA_JxC,2,474,103
02,010,Arrecifes,00120,NO_VOTANTES,2,474,163
02,010,Arrecifes,00120,OTROS,2,474,45
02,010,Arrecifes,00120,UxP,2,474,120
02,010,Arrecifes,0117A,EN BLANCO,1,70,6
02,010,Arrecifes,0117A,LLA_JxC,1,70,19
02,010,Arrecifes,0117A,NO_VOTANTES,1,70,25
02,010,Arrecifes,0117A,OTROS,1,70,9
02,010,Arrecifes,0117A,UxP,1,70,11
02,010,Arrecifes,0117B,EN BLANCO,1,95,6
02,010,Arrecifes,0117B,LLA_JxC,1,95,22
02,010,Arrecifes,0117B,NO_VOTANTES,1,95,40
02,010,Arrecifes,0117B,OTROS,1,95,12
02,010,Arrecifes,0117B,UxP,1,95,15
02,011,Berazategui,00789,EN BLANCO,112,38925,1153
02,011,Berazategui,00789,LLA_JxC,112,38925,6079
02,011,Berazategui,00789,NO_VOTANTES,112,38925,12605
02,011,Berazategui,00789,OTROS,112,38925,2935
02,011,Berazategui,00789,UxP,112,38925,16153
02,011,Berazategui,00790,EN BLANCO,68,23419,944
02,011,Berazategui,00790,LLA_JxC,68,23419,4895
02,011,Berazategui,00790,NO_VOTANTES,68,23419,7113
02,011,Berazategui,00790,OTROS,68,23419,1867
02,011,Berazategui,00790,UxP,68,23419,8600
02,011,Berazategui,00792,EN BLANCO,73,25494,660
02,011,Berazategui,00792,LLA_JxC,73,25494,4637
02,011,Berazategui,00792,NO_VOTANTES,73,25494,8926
02,011,Berazategui,00792,OTROS,73,25494,1723
02,011,Berazategui,00792,UxP,73,25494,9548
02,011,Berazategui,0789A,EN BLANCO,104,36669,1092
02,011,Berazategui,0789A,LLA_JxC,104,36669,5270
02,011,Berazategui,0789A,NO_VOTANTES,104,36669,13132
02,011,Berazategui,0789A,OTROS,104,36669,2499
02,011,Berazategui,0789A,UxP,104,36669,14676
02,011,Berazategui,0789B,EN BLANCO,50,17417,557
02,011,Berazategui,0789B,LLA_JxC,50,17417,3127
02,011,Berazategui,0789B,NO_VOTANTES,50,17417,5418
02,011,Berazategui,0789B,OTROS,50,17417,1530
02,011,Berazategui,0789B,UxP,50,17417,6785
02,011,Berazategui,0789C,EN BLANCO,66,23754,613
02,011,Berazategui,0789C,LLA_JxC,66,23754,4740
02,011,Berazategui,0789C,NO_VOTANTES,66,23754,8956
