secprov,seccionId,name,circuitoId,mesasTotalizadas,cantidadElectores,EN_BLANCO,LLA_JxC,NO_VOTANTES,OTROS,UxP
2,61,La Matanza,0629B,118,41101,701,6064,14216,4522,15598
2,61,La Matanza,0631A,141,50714,746,7618,22562,4731,15057
2,61,La Matanza,0631B,28,9692,190,2804,3195,1155,2348
2,61,La Matanza,0631C,81,30669,369,3894,14987,2704,8715
2,61,La Matanza,0631D,124,44748,636,6724,19322,4260,13806
2,61,La Matanza,0632A,43,15670,285,3002,6585,1794,4004
2,61,La Matanza,0632B,11,3760,63,1006,1115,587,989
2,61,La Matanza,0635A,330,119834,1619,14380,54450,10821,38564
2,61,La Matanza,0635B,361,130130,2025,17281,52376,12527,45921
2,61,La Matanza,0635C,170,59437,886,7903,21941,5639,23068
2,61,La Matanza,0635D,177,64658,825,6513,32664,4846,19810
2,61,La Matanza,0635E,150,52494,834,6423,22037,4472,18728
2,61,La Matanza,0635F,4,1239,25,279,512,124,299
2,62,Lanus,00259,29,10196,203,2257,3665,1343,2728
2,62,Lanus,00260,103,36637,811,8253,13433,4542,9598
2,62,Lanus,00261,103,36377,767,6626,14075,4099,10810
2,62,Lanus,00262,172,60068,1064,8315,22805,5996,21888
2,62,Lanus,00263,75,27883,471,4810,13053,2564,6985
2,62,Lanus,00264,22,7393,199,1836,2238,1025,2095
2,62,Lanus,00265,73,25293,497,5224,8362,2806,8404
2,62,Lanus,00271,40,14162,314,2995,5543,1768,3542
2,62,Lanus,00272,57,20521,338,4152,8526,2454,5051
2,62,Lanus,00273,161,55946,930,8989,20861,5442,19724
2,62,Lanus,00274,133,46981,935,9513,17692,5163,13678
2,62,Lanus,00275,77,26736,562,6587,8602,3347,7638
2,62,Lanus,00276,88,31196,602,8148,10578,4057,7811
2,63,La Plata,00460,10,3261,53,578,1725,270,635
2,63,La Plata,00461,9,3006,39,481,1748,250,488
2,63,La Plata,00462,5,1584,44,447,563,181,349
2,63,La Plata,00463,9,3748,54,483,2467,238,506
2,63,La Plata,00464,7,2254,51,613,672,323,595
2,63,La Plata,00465,6,1936,49,574,522,286,505
2,63,La Plata,00466,6,2088,34,544,734,297,479
2,63,La Plata,00467,6,1850,46,524,589,251,440
2,63,La Plata,00468,7,2190,29,463,850,307,541
2,63,La Plata,00469,6,2062,54,428,653,339,588
2,63,La Plata,00471,5,1729,40,358,567,236,528
2,63,La Plata,00472,4,1259,33,275,456,161,334
2,63,La Plata,00473,12,4113,102,1079,1285,554,1093
2,63,La Plata,00474,14,4791,104,1335,1460,658,1234
2,63,La Plata,00475,48,16789,396,4414,5629,2258,4092
2,63,La Plata,00476,9,2846,71,830,819,372,754
2,63,La Plata,00477,20,6761,182,1488,2123,902,2066
2,63,La Plata,00480,8,2643,71,624,851,377,720
2,63,La Plata,00481,12,4418,93,953,1971,461,940
2,63,La Plata,00482,8,2744,59,702,798,396,789
2,63,La Plata,00483,8,2663,76,684,765,377,761
2,63,La Plata,00484,8,2640,57,676,795,363,749
2,63,La Plata,00485,6,1882,46,456,551,295,534
2,63,La Plata,00486,8,2733,59,684,749,419,822
2,63,La Plata,00487,7,2296,79,625,606,320,666
2,63,La Plata,00488,10,3154,80,789,847,450,988
2,63,La Plata,00493,1,106,1,8,48,5,44
2,63,La Plata,00495,74,25818,636,6990,7726,3432,7034
2,63,La Plata,00496,92,32705,718,7418,11397,3926,9246
2,63,La Plata,00497,44,15337,340,3930,5142,1943,3982
2,63,La Plata,00498,6,2026,32,402,968,173,451
2,63,La Plata,00501,140,49136,1242,12419,16627,6160,12688
2,63,La Plata,00502,130,45860,1071,10228,16053,5378,13130
2,63,La Plata,00503,21,7057,154,1810,2346,907,1840
2,63,La Plata,00504,112,39383,926,10136,12731,5236,10354
2,63,La Plata,00505,50,17134,425,4220,5444,2185,4860
2,63,La Plata,00508,37,12689,274,2656,4711,1435,3613
2,63,La Plata,00509,27,9816,185,1613,4448,1055,2515
2,63,La Plata,00516,9,3077,76,643,1266,371,721
2,63,La Plata,00517,10,3303,65,789,1146,427,876
2,63,La Plata,00518,13,4704,79,806,2411,489,919
2,63,La Plata,00519,17,5614,116,1320,1773,769,1636
2,63,La Plata,00520,24,8232,223,2048,2385,1106,2470
2,63,La Plata,00521,11,3562,88,929,1010,457,1078
2,63,La Plata,0496A,42,15008,295,2279,6415,1552,4467
2,63,La Plata,0496B,45,15855,329,2897,6589,1544,4496
2,63,La Plata,0496C,49,17368,364,3463,6483,1931,5127
2,63,La Plata,0496D,56,19647,462,3635,7607,2255,5688
2,63,La Plata,0496E,18,6032,141,1217,1784,827,2063
2,63,La Plata,0496F,1,283,0,58,95,39,91
2,63,La Plata,0497A,5,1357,19,180,922,95,141
2,63,La Plata,0497B,31,10573,227,2292,3627,1350,3077
2,63,La Plata,0497C,33,11490,242,2161,4711,1175,3201
2,63,La Plata,0497D,34,11706,277,2653,4308,1318,3150
2,63,La Plata,0497E,39,13465,328,2631,5319,1401,3786
2,63,La Plata,0497F,24,9033,235,1118,5313,796,1571
2,63,La Plata,0503A,32,11113,265,2402,3824,1467,3155
2,63,La Plata,0504A,83,28793,769,8009,8270,4019,7726
2,63,La Plata,0505A,37,12802,295,2547,4602,1301,4057
2,63,La Plata,0505B,16,5439,102,769,2596,551,1421
2,63,La Plata,0508A,45,15824,336,3734,5828,1769,4157
2,63,La Plata,0508B,30,10701,253,1698,4538,962,3250
2,63,La Plata,0508C,28,9477,208,1834,3555,1124,2756
2,63,La Plata,0508D,39,13991,372,2437,5770,1225,4187
2,63,La Plata,0508E,26,8791,184,2057,3038,1041,2471
2,63,La Plata,0508F,8,2517,55,591,1097,263,511
2,63,La Plata,0508G,2,667,1,137,291,55,183
2,63,La Plata,0509A,28,9739,256,2651,3390,1143,2299
2,64,Laprida,00524,31,9756,261,2063,3570,1160,2702
2,64,Laprida,00528,1,262,4,45,93,55,65
2,65,Las Flores,00538,64,22214,2570,5428,7883,970,5363
2,65,Las Flores,00539,1,86,10,14,36,7,19
2,65,Las Flores,00540,1,96,12,25,42,8,9
2,65,Las Flores,00541,1,42,4,12,24,1,1
2,65,Las Flores,00542,1,51,7,17,18,2,7
2,65,Las Flores,00543,1,235,17,73,96,11,38
2,65,Las Flores,00544,1,29,3,6,18,2,0
2,65,Las Flores,00545,1,87,7,28,40,4,8
2,66,Leandro N. Alem,00549,27,9109,330,1833,3341,990,2615
2,66,Leandro N. Alem,00550,1,81,0,9,34,14,24
2,66,Leandro N. Alem,00551,7,2369,63,459,864,378,605
2,66,Leandro N. Alem,00552,11,3506,73,470,1201,491,1271
2,66,Leandro N. Alem,00553,1,307,3,77,82,41,104
2,67,Lincoln,00554,83,28495,3423,4946,11233,4209,4684
2,67,Lincoln,00556,1,81,12,18,31,13,7
2,67,Lincoln,00557,1,82,15,18,30,9,10
2,67,Lincoln,00558,1,55,5,7,31,5,7
2,67,Lincoln,00559,2,601,55,56,219,186,85
2,67,Lincoln,00561,5,1555,111,269,713,195,267
2,67,Lincoln,00562,9,2872,231,737,1041,302,561
2,67,Lincoln,00563,5,1631,152,331,667,208,273
2,67,Lincoln,00564,3,1025,143,203,351,118,210
2,67,Lincoln,00565,1,173,18,20,93,19,23
2,67,Lincoln,00566,6,1849,159,475,702,194,319
2,67,Lincoln,00567,1,84,0,18,44,18,4
2,67,Lincoln,0567A,2,413,23,78,178,74,60
2,68,Loberia,00568,38,12896,503,1908,5003,2516,2966
2,68,Loberia,00569,1,60,0,9,32,12,7
2,68,Loberia,00570,1,69,2,17,34,13,3
2,68,Loberia,00572,5,1509,64,331,590,311,213
2,68,Loberia,0568A,2,413,9,35,155,81,133
2,69,Lobos,00574,62,21552,1879,5126,7212,2223,5112
2,69,Lobos,00575,27,9475,827,1652,3716,841,2439
2,69,Lobos,00576,1,330,29,82,153,17,49
2,69,Lobos,00577,2,525,41,170,190,45,79
2,69,Lobos,00578,3,1028,75,308,366,129,150
2,69,Lobos,00579,2,576,44,122,211,60,139
2,69,Lobos,00580,1,191,12,51,80,25,23
2,69,Lobos,00581,2,359,24,78,157,29,71
2,69,Lobos,0576A,1,167,9,61,71,15,11
2,70,Lomas de Zamora,00583,177,62978,1068,8945,23910,5969,23086
2,70,Lomas de Zamora,00584,61,21827,480,5709,7575,2816,5247
2,70,Lomas de Zamora,00585,33,11434,287,3214,3094,1707,3132
2,70,Lomas de Zamora,00586,69,25931,445,5330,11802,2606,5748
2,70,Lomas de Zamora,00587,289,102229,1991,17704,37982,9202,35350
2,70,Lomas de Zamora,00588,39,13619,298,3254,4665,1736,3666
2,70,Lomas de Zamora,00589,64,22074,504,4764,6909,2703,7194
2,70,Lomas de Zamora,00590,100,34898,863,8696,10265,4759,10315
2,70,Lomas de Zamora,00591,51,17830,427,4428,6833,2120,4022
2,70,Lomas de Zamora,00592,21,7019,142,2014,1891,994,1978
2,70,Lomas de Zamora,00593,62,21573,454,4192,6788,2682,7457
2,70,Lomas de Zamora,0583A,132,48063,689,4678,18854,3568,20274
2,70,Lomas de Zamora,0583B,107,39167,579,4035,15900,3089,15564
2,70,Lomas de Zamora,0583C,83,30705,486,3403,12364,2341,12111
2,70,Lomas de Zamora,0583D,85,29666,532,3962,10316,2257,12599
2,70,Lomas de Zamora,0583E,90,34043,682,3332,17990,2140,9899
2,70,Lomas de Zamora,0590A,127,44480,837,7172,14514,5051,16906
2,70,Lomas de Zamora,0593A,37,12820,293,2929,4499,1556,3543
2,71,Lujan,00596,214,74675,3334,15965,28652,4843,21881
2,71,Lujan,00597,3,707,16,311,228,37,115
2,71,Lujan,00598,13,4167,235,922,1357,282,1371
2,71,Lujan,00599,23,7769,431,1568,2359,519,2892
2,71,Lujan,00600,7,2333,107,519,1030,151,526
2,71,Lujan,00601,3,1013,14,211,419,79,290
2,71,Lujan,00602,19,6492,236,1171,3103,445,1537
2,71,Lujan,00603,7,2284,91,310,973,168,742
2,72,Magdalena,00604,9,2830,392,477,900,625,436
2,72,Magdalena,00605,3,924,64,168,308,142,242
2,72,Magdalena,00606,35,12274,1475,1893,4192,2324,2390
2,72,Magdalena,00607,1,94,6,17,34,11,26
2,72,Magdalena,00608,1,164,20,37,63,33,11
2,72,Magdalena,00609,2,426,90,55,155,80,46
2,72,Magdalena,00610,1,46,3,12,23,2,6
2,73,Maipu,00615,29,9658,541,1771,2864,1928,2554
2,73,Maipu,00616,2,512,17,122,184,64,125
2,73,Maipu,00617,1,124,0,28,41,32,23
2,73,Maipu,0617A,1,18,3,5,9,0,1
2,74,Mar Chiquita,00619,25,8671,215,1584,3472,978,2422
2,74,Mar Chiquita,00620,9,2949,79,658,1034,306,872
2,74,Mar Chiquita,00621,2,122,2,32,59,14,15
2,74,Mar Chiquita,00622,6,1960,50,314,791,189,616
2,74,Mar Chiquita,0622A,48,16757,658,3217,6922,1198,4762
2,74,Mar Chiquita,0622B,10,3161,140,785,1133,273,830
2,75,Marcos Paz,00624,149,52868,2015,8647,20542,5893,15771
2,75,Marcos Paz,0624A,2,623,13,81,357,40,132
2,76,Mercedes,00638,72,25183,1847,6644,8792,2212,5688
2,76,Mercedes,00639,22,7535,656,1360,2846,600,2073
2,76,Mercedes,00640,29,9919,789,2359,3405,843,2523
2,76,Mercedes,00641,8,2719,219,671,967,249,613
2,76,Mercedes,00642,29,9927,777,2425,3192,968,2565
2,76,Mercedes,00643,8,2677,212,463,1077,228,697
2,76,Mercedes,00644,3,805,61,180,352,62,150
2,76,Mercedes,00645,1,185,3,32,114,7,29
2,76,Mercedes,00646,1,266,28,58,110,19,51
2,76,Mercedes,00647,1,128,11,33,48,19,17
2,76,Mercedes,00648,1,191,28,25,71,23,44
2,77,Merlo,00652,202,73369,3698,14410,31578,6865,16818
2,77,Merlo,00653,205,72681,4123,10688,29917,7388,20565
2,77,Merlo,00654,110,38848,2360,5005,17245,3791,10447
2,77,Merlo,00655,157,54944,2735,12743,19102,5865,14499
2,77,Merlo,0652A,430,150275,7337,22577,65880,14620,39861
2,77,Merlo,0655A,187,66439,3617,8860,32777,6526,14659
2,78,Monte,00656,58,20055,724,3416,8207,3220,4488
2,78,Monte,00657,1,316,0,36,145,81,54
2,78,Monte,00658,1,148,2,23,59,29,35
2,78,Monte,00659,1,36,0,10,15,6,5
2,78,Monte,00660,2,250,7,74,114,26,29
2,78,Monte,00661,3,749,19,112,292,107,219
2,79,Moreno,00663,162,60761,1318,11306,28212,5031,14894
2,79,Moreno,00664,86,30376,635,5925,13642,2443,7731
2,79,Moreno,0663A,150,53391,1292,10501,20880,5159,15559
2,79,Moreno,0663B,171,59588,1501,10078,22677,5427,19905
2,79,Moreno,0663C,267,94831,1955,14659,39568,7608,31041
2,79,Moreno,0663D,123,44989,1091,5116,22709,2689,13384
2,79,Moreno,0664A,93,32328,974,5742,12680,3013,9919
2,79,Moreno,0664B,97,33753,760,5158,13544,2933,11358
2,80,Moron,00665,317,112007,2637,23420,42965,10301,32684
2,80,Moron,00669,105,36997,1055,10885,12035,4383,8639
2,80,Moron,00670,36,12288,273,4117,4002,1283,2613
2,80,Moron,00671,139,49094,1425,12413,18192,4778,12286
2,80,Moron,00672,103,35779,1087,11106,10904,4001,8681
2,80,Moron,00673,128,45149,1097,9867,16896,4127,13162
2,81,Navarro,00675,40,13891,1934,2579,4690,2048,2640
2,81,Navarro,00676,1,214,26,36,90,26,36
2,81,Navarro,00677,1,133,12,16,91,5,9
2,81,Navarro,00678,1,164,26,32,70,17,19
2,81,Navarro,00679,1,82,6,19,44,6,7
2,81,Navarro,00680,1,119,13,22,56,18,10
2,81,Navarro,00681,2,611,78,94,263,62,114
2,81,Navarro,00682,0,0,0,0,0,0,0
2,81,Navarro,00683,2,442,41,83,160,68,90
2,81,Navarro,0681A,1,215,1,49,81,21,63
2,82,Necochea,00686,190,66249,8805,14695,27374,5964,9411
2,82,Necochea,00687,6,1919,149,468,768,232,302
2,82,Necochea,00688,2,518,11,89,300,74,44
2,82,Necochea,00691,8,2652,191,685,1169,316,291
2,82,Necochea,00692,2,536,45,79,316,49,47
2,82,Necochea,0686A,48,16577,1683,2728,7980,1688,2498
2,83,Nueve De Julio,00696,103,35685,1552,6859,14180,7940,5154
2,83,Nueve De Julio,00697,1,127,3,20,59,37,8
2,83,Nueve De Julio,00698,3,777,14,107,348,127,181
2,83,Nueve De Julio,00699,3,731,38,127,286,149,131
2,83,Nueve De Julio,00700,2,515,15,54,325,65,56
2,83,Nueve De Julio,00701,2,494,33,59,221,71,110
2,83,Nueve De Julio,00703,6,1752,61,351,754,284,302
2,83,Nueve De Julio,00704,1,59,3,11,29,9,7
2,83,Nueve De Julio,00705,1,48,1,11,22,8,6
2,83,Nueve De Julio,00706,7,2310,66,399,962,449,434
2,83,Nueve De Julio,00707,1,341,23,62,140,69,47
2,83,Nueve De Julio,00708,1,38,1,4,19,10,4
2,83,Nueve De Julio,00709,1,267,11,47,126,67,16
2,83,Nueve De Julio,0705A,2,575,19,93,234,131,98
2,84,Olavarria,00711,36,12480,449,3286,4564,1984,2197
2,84,Olavarria,00712,3,213,5,37,119,18,34
2,84,Olavarria,00714,5,1353,64,271,569,160,289
2,84,Olavarria,00715,11,3680,138,723,1503,439,877
2,84,Olavarria,00716,7,2390,99,500,1074,286,431
2,84,Olavarria,00717,10,3414,138,652,1245,398,981
2,84,Olavarria,00718,2,530,16,81,166,78,189
2,84,Olavarria,00719,11,3423,127,721,1330,474,771
2,84,Olavarria,00720,1,126,4,19,75,18,10
2,84,Olavarria,00723,1,281,6,41,157,19,58
2,84,Olavarria,00725,2,482,7,53,270,68,84
2,84,Olavarria,0711A,22,7662,332,1894,2939,1061,1436
2,84,Olavarria,0711B,33,11485,433,2141,5174,1364,2373
2,84,Olavarria,0711C,45,15591,782,2911,6449,2020,3429
2,84,Olavarria,0711D,60,20868,967,4292,7921,2704,4984
2,84,Olavarria,0711E,49,16982,858,3195,6902,2071,3956
2,84,Olavarria,0718A,1,33,1,8,15,2,7
2,84,Olavarria,0723A,1,94,1,5,66,8,14
2,85,Pehuajo,00734,90,31013,2155,5795,10403,2870,9790
2,85,Pehuajo,00735,1,242,13,36,76,19,98
2,85,Pehuajo,00736,1,227,9,56,76,27,59
2,85,Pehuajo,00738,4,1400,62,279,495,100,464
2,85,Pehuajo,00739,6,1864,79,418,789,113,465
2,85,Pehuajo,00740,1,333,11,58,137,25,102
2,85,Pehuajo,00741,5,1656,184,326,653,127,366
2,85,Pehuajo,0734A,1,121,13,21,32,17,38
2,86,Pellegrini,00743,17,5326,193,1022,1770,1078,1263
2,87,Pergamino,00747,1,155,4,26,81,24,20
2,87,Pergamino,00748,47,16489,1180,3271,6301,3335,2402
2,87,Pergamino,00749,4,1133,83,166,429,323,132
2,87,Pergamino,00750,1,60,3,15,30,10,2
2,87,Pergamino,00751,5,1466,87,233,452,329,365
2,87,Pergamino,00752,1,173,8,16,46,75,28
2,87,Pergamino,00753,5,1142,47,205,501,210,179
2,87,Pergamino,00754,2,450,12,81,137,128,92
2,87,Pergamino,00755,3,831,50,159,289,182,151
2,87,Pergamino,00756,3,1050,89,191,363,246,161
2,87,Pergamino,00757,1,12,0,5,5,2,0
2,87,Pergamino,00758,2,615,28,102,207,191,87
2,87,Pergamino,00759,3,854,44,110,319,276,105
2,87,Pergamino,0747A,1,277,26,29,82,97,43
2,87,Pergamino,0748A,51,17829,1276,2478,6622,4106,3347
2,87,Pergamino,0748B,48,16539,1174,2534,5991,3559,3281
2,87,Pergamino,0748C,48,16714,1224,2187,6180,3580,3543
2,87,Pergamino,0748D,50,17368,1260,2993,6196,3783,3136
2,87,Pergamino,0748E,1,106,9,13,48,18,18
2,87,Pergamino,0754A,3,918,40,176,305,311,86
2,88,Pila,00765,11,3530,127,596,1009,507,1291
2,88,Pila,00766,2,194,7,23,86,38,40
2,89,Pilar,00768,71,24559,1061,4286,9180,1266,8766
2,89,Pilar,00769,21,7146,249,1830,2864,386,1817
2,89,Pilar,00770,14,4658,223,917,1660,240,1618
2,89,Pilar,00771,46,15952,413,2287,5607,897,6748
2,89,Pilar,00772,54,19215,708,3553,7732,1002,6220
2,89,Pilar,0768A,63,22624,959,4965,9243,1451,6006
2,89,Pilar,0768B,65,23143,830,4213,9589,1136,7375
2,89,Pilar,0768C,90,32740,1122,5181,14339,1726,10372
2,89,Pilar,0769A,16,5551,234,1157,1918,337,1905
2,89,Pilar,0770A,10,3177,77,1523,1140,126,311
2,89,Pilar,0770B,15,5177,158,1018,2082,237,1682
2,89,Pilar,0770C,22,7410,202,1724,3222,333,1929
2,89,Pilar,0770D,62,22110,767,2235,7834,1058,10216
2,89,Pilar,0770E,16,5330,215,657,1802,260,2396
2,89,Pilar,0770F,48,16632,659,1761,6107,789,7316
2,89,Pilar,0771A,21,6880,222,1705,2767,407,1779
2,89,Pilar,0771B,27,9377,311,2982,3202,477,2405
2,89,Pilar,0771C,79,27673,1006,4325,10629,1567,10146
2,89,Pilar,0771D,83,29267,1033,4283,10986,1510,11455
2,89,Pilar,0772A,54,18960,829,4404,7391,930,5406
2,89,Pilar,0772B,13,4040,310,815,1509,230,1176
2,90,Pinamar,00339,43,15101,547,4157,7048,1336,2013
2,90,Pinamar,0339A,45,16035,638,2912,8953,1105,2427
2,90,Pinamar,0339B,15,5106,208,1334,2304,448,812
2,90,Pinamar,0339C,3,751,14,247,350,51,89
2,91,Puan,00776,15,4931,210,1367,1901,832,621
2,91,Puan,00777,3,922,38,205,359,203,117
2,91,Puan,00778,16,5276,197,1160,2072,1206,641
2,91,Puan,00779,2,428,6,105,232,64,21
2,91,Puan,00780,6,1812,69,457,739,330,217
2,91,Puan,00781,1,161,6,49,51,45,10
2,91,Puan,00782,2,638,34,182,228,94,100
2,91,Puan,0777A,1,153,4,25,58,52,14
2,92,Quilmes,00783,57,19708,348,6101,6356,2832,4071
2,92,Quilmes,00784,87,31784,530,7537,13167,3853,6697
2,92,Quilmes,00785,135,49572,877,11324,19862,6515,10994
2,92,Quilmes,00786,60,20877,423,4011,8171,2380,5892
2,92,Quilmes,00787,47,16295,336,3971,5268,2594,4126
2,92,Quilmes,00788,108,38459,633,4323,16355,3802,13346
2,92,Quilmes,00791,65,23110,387,5210,7997,3249,6267
2,92,Quilmes,0783A,54,18854,354,2372,8131,2371,5626
2,92,Quilmes,0785A,67,23401,496,5524,7817,3231,6333
2,92,Quilmes,0785B,131,46508,778,8953,18053,5515,13209
2,92,Quilmes,0786A,44,15276,270,3001,5051,2074,4880
2,92,Quilmes,0787A,93,33671,765,7733,13792,4457,6924
2,92,Quilmes,0788A,159,55423,889,8290,19538,5895,20811
2,92,Quilmes,0788B,96,34652,720,5267,14039,3710,10916
2,92,Quilmes,0788C,97,33806,500,3760,11715,3338,14493
2,92,Quilmes,0791A,90,31272,637,5566,11031,4352,9686
2,92,Quilmes,0791B,83,29172,706,5694,10364,3766,8642
2,93,Ramallo,00797,39,13531,1510,1175,4421,2201,4224
2,93,Ramallo,00798,33,11225,982,1290,3122,3229,2602
2,93,Ramallo,00800,6,2089,83,121,814,650,421
2,93,Ramallo,00801,2,54,2,7,26,10,9
2,93,Ramallo,00803,13,4422,203,310,1418,1390,1101
2,93,Ramallo,00804,2,643,59,36,184,172,192
2,94,Rauch,00806,41,13838,534,1347,4536,3501,3920
2,94,Rauch,00807,1,24,1,6,8,7,2
2,94,Rauch,00808,1,31,0,0,31,0,0
2,94,Rauch,00810,1,43,4,5,25,3,6
2,94,Rauch,00811,1,118,5,8,38,27,40
2,94,Rauch,00812,1,24,0,2,12,7,3
2,94,Rauch,00813,1,102,2,16,49,27,8
2,95,Rivadavia,00815,36,11893,2094,1983,4020,689,3107
2,95,Rivadavia,00816,2,456,80,67,144,31,134
2,95,Rivadavia,00817,4,1314,310,168,452,36,348
2,95,Rivadavia,00818,1,38,0,7,22,2,7
2,95,Rivadavia,00819,1,233,61,41,82,14,35
2,95,Rivadavia,00820,4,1189,206,167,362,53,401
2,96,Rojas,00823,55,19025,912,3630,7242,4330,2911
2,96,Rojas,00824,1,57,3,12,15,14,13
2,96,Rojas,00825,1,94,1,27,53,11,2
2,96,Rojas,00826,1,127,5,39,51,28,4
2,96,Rojas,00827,3,825,35,157,257,290,86
2,96,Rojas,00828,1,50,3,7,27,11,2
2,96,Rojas,00829,1,40,2,6,24,6,2
2,96,Rojas,00830,4,1075,40,190,292,448,105
2,97,Roque Perez,00832,32,10617,1824,1085,3679,2540,1489
2,97,Roque Perez,00833,1,245,4,33,130,39,39
2,97,Roque Perez,00834,1,221,24,20,98,52,27
2,97,Roque Perez,00835,1,138,28,15,45,39,11
2,97,Roque Perez,00836,2,400,66,23,161,62,88
2,98,Saavedra,00839,6,2033,196,308,892,248,389
2,98,Saavedra,00840,43,14852,1179,3102,6407,2374,1790
2,98,Saavedra,00841,2,529,69,94,158,100,108
2,98,Saavedra,00842,3,823,64,191,286,182,100
2,98,Saavedra,00843,2,502,48,68,228,111,47
2,98,Saavedra,00844,1,260,36,45,103,46,30
2,99,Saladillo,00846,78,27072,975,4051,10360,7242,4444
2,99,Saladillo,00847,2,359,8,65,137,102,47
2,99,Saladillo,00848,1,86,1,17,36,22,10
2,99,Saladillo,00849,4,1253,19,169,497,282,286
2,99,Saladillo,00850,2,396,9,48,144,108,87
2,99,Saladillo,00851,1,69,0,7,40,16,6
2,99,Saladillo,00852,1,125,5,23,61,33,3
2,99,Saladillo,0846A,1,274,12,35,92,75,60
2,99,Saladillo,0849A,2,486,7,60,191,158,70
2,100,Salliquelo,00746,22,7438,190,1211,2801,1067,2169
2,100,Salliquelo,0746A,2,499,14,65,152,69,199
2,101,Salto,00854,80,27854,1623,5381,10587,3166,7097
2,101,Salto,00855,5,1548,80,325,626,209,308
2,101,Salto,00856,3,704,54,185,223,68,174
2,101,Salto,00857,3,903,32,215,352,103,201
2,101,Salto,00858,1,213,0,45,110,8,50
2,101,Salto,0855A,1,42,2,10,18,6,6
2,101,Salto,0857A,1,27,0,4,14,4,5
2,101,Salto,0857B,1,115,1,22,43,17,32
2,102,San Andres de Giles,00860,52,17986,847,4542,6329,1592,4676
2,102,San Andres de Giles,00861,2,679,29,178,233,87,152
2,102,San Andres de Giles,00863,4,1060,34,244,415,160,207
2,102,San Andres de Giles,00864,3,983,28,214,367,90,284
2,102,San Andres de Giles,0862A,2,227,3,48,118,25,33
2,102,San Andres de Giles,0863A,2,454,16,103,162,51,122
2,102,San Andres de Giles,0864A,2,410,14,74,169,45,108
2,103,San Antonio de Areco,00866,54,18534,745,4318,6396,3488,3587
2,103,San Antonio de Areco,00867,5,1127,41,244,420,212,210
2,103,San Antonio de Areco,00869,3,822,21,212,268,158,163
2,103,San Antonio de Areco,00870,4,1264,23,149,495,359,238
2,104,San Cayetano,00871,22,7318,216,1149,2762,2087,1104
2,104,San Cayetano,0871A,1,47,4,12,20,7,4
2,104,San Cayetano,0871B,1,66,2,24,22,17,1
2,104,San Cayetano,0871C,1,65,3,11,24,20,7
2,105,San Fernando,00872,36,14206,362,2489,7647,912,2796
2,105,San Fernando,00873,11,3709,137,1213,1071,345,943
2,105,San Fernando,00874,8,2466,73,467,1001,239,686
2,105,San Fernando,00875,6,1860,73,440,617,188,542
2,105,San Fernando,00876,8,2525,75,407,1063,207,773
2,105,San Fernando,00877,55,19177,668,3013,7105,1432,6959
2,105,San Fernando,00878,57,19601,603,2837,7473,1463,7225
2,105,San Fernando,00879,53,18550,732,3694,6410,1377,6337
2,105,San Fernando,00880,45,15535,525,5397,4880,1531,3202
2,105,San Fernando,00882,5,1180,18,95,839,57,171
2,105,San Fernando,0878A,53,18421,542,2313,7768,1037,6761
2,105,San Fernando,0879A,62,21693,801,3117,8432,1411,7932
2,105,San Fernando,0880A,9,3150,112,377,1152,163,1346
2,105,San Fernando,0880B,10,3390,115,737,1160,246,1132
2,105,San Fernando,0882A,4,1379,14,146,982,63,174
2,106,San Isidro,00887,38,13238,678,5023,5017,1166,1354
2,106,San Isidro,00888,57,20255,1082,6840,8032,1803,2498
2,106,San Isidro,00889,75,25944,1640,8173,9865,2143,4123
2,106,San Isidro,00890,10,3401,191,1217,1298,264,431
2,106,San Isidro,00891,146,51906,3159,18718,18864,4493,6672
2,106,San Isidro,00892,202,71979,4833,17454,29496,5385,14811
2,106,San Isidro,00893,117,41666,1984,12592,18611,2852,5627
2,106,San Isidro,00894,18,6139,247,2292,2747,394,459
2,106,San Isidro,00895,53,18363,737,8153,6799,1384,1290
2,106,San Isidro,0892A,102,35654,2861,10609,11684,3260,7240
2,107,San Nicolas,00901,99,34698,808,5214,12328,11794,4554
2,107,San Nicolas,00902,25,8682,181,1064,2708,3481,1248
2,107,San Nicolas,00903,22,7495,172,645,2742,2905,1031
2,107,San Nicolas,00904,67,23351,588,2136,8082,8948,3597
2,107,San Nicolas,00905,33,11541,345,760,4321,4195,1920
2,107,San Nicolas,00906,7,2420,63,254,768,773,562
2,107,San Nicolas,00907,5,1521,34,97,577,592,221
2,107,San Nicolas,00908,5,1503,42,142,507,604,208
2,107,San Nicolas,00909,2,425,14,45,131,186,49
2,107,San Nicolas,00910,6,1816,40,282,497,715,282
2,107,San Nicolas,00911,15,4998,105,560,1625,1970,738
2,107,San Nicolas,0901A,36,12524,403,1115,4214,4667,2125
2,107,San Nicolas,0901B,57,19819,430,2248,6490,7675,2976
2,108,San Pedro,00913,128,44549,4647,11023,15761,5610,7508
2,108,San Pedro,00914,7,2196,94,432,904,203,563
2,108,San Pedro,00915,9,3031,341,767,1090,352,481
2,108,San Pedro,00917,10,2850,174,528,932,255,961
2,108,San Pedro,00918,1,158,8,37,81,20,12
2,108,San Pedro,00919,1,82,5,19,35,11,12
2,108,San Pedro,00920,2,674,33,130,252,88,171
2,108,San Pedro,00922,8,2492,144,591,973,208,576
