secprov,seccionId,name,circuitoId,mesasTotalizadas,cantidadElectores,EN_BLANCO,LLA_JxC,NO_VOTANTES,OTROS,UxP
2,109,San Vicente,00924,90,31292,928,5142,11450,2732,11040
2,109,San Vicente,00925,109,38811,1228,4558,15830,2578,14617
2,109,San Vicente,00926,10,3422,81,520,1186,272,1363
2,109,San Vicente,00927,1,39,0,7,20,6,6
2,110,Suipacha,00929,29,9454,368,1649,3027,1999,2411
2,110,Suipacha,00930,1,68,1,24,26,11,6
2,110,Suipacha,00931,2,683,32,86,253,159,153
2,111,Tandil,00934,2,372,13,113,174,39,33
2,111,Tandil,00937,6,1898,107,247,878,309,357
2,111,Tandil,00938,1,221,13,36,102,32,38
2,111,Tandil,00939,1,100,4,31,40,16,9
2,111,Tandil,00940,3,853,47,148,389,119,150
2,111,Tandil,0933A,28,9318,595,1693,3903,866,2261
2,111,Tandil,0933B,28,9655,580,2470,3494,1100,2011
2,111,Tandil,0933C,21,7139,493,2390,2173,970,1113
2,111,Tandil,0933D,14,4625,291,1304,1454,661,915
2,111,Tandil,0933E,18,5782,322,1083,2399,576,1402
2,111,Tandil,0933F,25,8401,537,1875,3034,1052,1903
2,111,Tandil,0933G,17,5888,320,849,2729,531,1459
2,111,Tandil,0933H,16,5501,299,1029,2218,572,1383
2,111,Tandil,0933I,33,11422,693,2364,4191,1295,2879
2,111,Tandil,0933J,17,5744,376,1343,2018,720,1287
2,111,Tandil,0933K,41,14204,943,3699,5027,2027,2508
2,111,Tandil,0933L,79,27870,1751,6859,10502,3589,5169
2,111,Tandil,0933M,1,218,5,50,120,17,26
2,112,Tapalque,00944,25,8419,371,1285,3040,1446,2277
2,112,Tapalque,00945,1,45,1,8,17,9,10
2,112,Tapalque,00946,1,25,0,4,16,4,1
2,112,Tapalque,00947,1,132,0,0,47,49,36
2,112,Tapalque,00948,1,52,1,10,33,8,0
2,112,Tapalque,00949,1,340,6,71,130,45,88
2,113,Tigre,00530,209,74867,2830,13920,33426,11056,13635
2,113,Tigre,00533,17,5950,161,766,2946,804,1273
2,113,Tigre,00534,110,38593,1343,10336,14753,5959,6202
2,113,Tigre,00535,148,52383,2160,10752,20752,8324,10395
2,113,Tigre,00536,138,48757,1665,8288,20198,9653,8953
2,113,Tigre,0534A,185,65692,2213,12831,26407,10119,14122
2,113,Tigre,0535A,181,63665,2173,9600,24981,12298,14613
2,113,Tigre,0536A,25,8508,298,2876,2870,1463,1001
2,114,Tornquist,00953,28,9459,269,1906,3984,836,2464
2,114,Tornquist,00954,2,646,8,99,289,180,70
2,114,Tornquist,00955,6,1969,48,320,790,343,468
2,114,Tornquist,00956,1,268,4,48,144,18,54
2,114,Tornquist,0955A,10,3251,86,790,1333,395,647
2,114,Tornquist,0955B,3,1044,28,248,450,83,235
2,115,Trenque Lauquen,00957,105,36222,1326,6441,15816,6688,5951
2,115,Trenque Lauquen,00958,4,1071,25,112,559,158,217
2,115,Trenque Lauquen,00961,15,5188,299,1005,2423,778,683
2,115,Trenque Lauquen,0961A,1,68,1,16,17,26,8
2,115,Trenque Lauquen,0961D,1,164,4,35,65,35,25
2,116,Tordillo,00951,8,2470,82,703,646,251,788
2,117,Tres Arroyos,00964,135,47309,5278,8346,19507,3208,10970
2,117,Tres Arroyos,00968,1,45,0,9,28,7,1
2,117,Tres Arroyos,00969,2,635,104,67,275,34,155
2,117,Tres Arroyos,00970,1,61,9,10,25,8,9
2,117,Tres Arroyos,00972,8,2201,288,378,1042,111,382
2,117,Tres Arroyos,00973,2,541,73,73,220,33,142
2,117,Tres Arroyos,00975,3,1036,98,129,542,88,179
2,117,Tres Arroyos,0973A,7,2168,216,387,1005,106,454
2,117,Tres Arroyos,0975A,1,45,6,4,21,5,9
2,117,Tres Arroyos,0975B,3,751,39,180,310,64,158
2,118,Tres de Febrero,00389,41,14657,339,4467,5229,1211,3411
2,118,Tres de Febrero,00390,51,17747,434,6026,5298,1457,4532
2,118,Tres de Febrero,00391,241,85501,2224,24360,32607,5770,20540
2,118,Tres de Febrero,00392,35,11815,255,2904,4809,836,3011
2,118,Tres de Febrero,00393,168,60867,1217,13466,28598,3813,13773
2,118,Tres de Febrero,00394,164,57356,1408,14975,20201,3739,17033
2,118,Tres de Febrero,00395,132,47243,1030,12880,18525,2631,12177
2,118,Tres de Febrero,0394A,42,14625,355,5371,5011,1287,2601
2,119,La Costa,00337,42,14319,958,2138,5999,2199,3025
2,119,La Costa,0337A,21,7112,520,1028,3081,959,1524
2,119,La Costa,0337B,51,17945,1228,2741,7473,2882,3621
2,119,La Costa,0337C,38,13322,933,2041,5785,1877,2686
2,119,La Costa,0337D,37,12624,718,2258,5588,1620,2440
2,119,La Costa,0337E,68,23644,1634,3362,11019,2758,4871
2,120,Monte Hermoso,00239,30,9929,224,1480,3887,963,3375
2,121,Veinticinco De Mayo,00980,68,23183,4331,3060,8357,2346,5089
2,121,Veinticinco De Mayo,00981,1,121,21,6,72,7,15
2,121,Veinticinco De Mayo,00982,1,65,5,7,31,8,14
2,121,Veinticinco De Mayo,00983,14,4729,740,684,1749,542,1014
2,121,Veinticinco De Mayo,00984,5,1677,342,255,563,264,253
2,121,Veinticinco De Mayo,00985,2,401,135,50,114,26,76
2,121,Veinticinco De Mayo,00986,1,56,2,7,45,0,2
2,121,Veinticinco De Mayo,00988,2,686,109,89,257,90,141
2,121,Veinticinco De Mayo,00989,2,363,71,25,176,36,55
2,121,Veinticinco De Mayo,00990,1,260,59,33,110,20,38
2,121,Veinticinco De Mayo,00991,2,554,86,94,203,49,122
2,122,Vicente Lopez,00993,67,23433,608,9190,7437,2522,3676
2,122,Vicente Lopez,00994,36,12266,321,4632,4561,1177,1575
2,122,Vicente Lopez,00995,56,20406,406,6082,9525,1744,2649
2,122,Vicente Lopez,00996,41,14209,383,5445,4539,1532,2310
2,122,Vicente Lopez,00997,31,10666,239,3689,3773,1161,1804
2,122,Vicente Lopez,00998,49,17030,463,5500,5558,2007,3502
2,122,Vicente Lopez,00999,107,37667,799,10428,14448,3505,8487
2,122,Vicente Lopez,01000,134,47564,1159,14351,17326,5079,9649
2,122,Vicente Lopez,01001,96,34312,811,10980,13718,3296,5507
2,122,Vicente Lopez,0993A,35,12193,260,5160,4248,1161,1364
2,122,Vicente Lopez,1000A,22,7520,187,2640,2306,900,1487
2,122,Vicente Lopez,1001A,30,10166,217,4218,3666,903,1162
2,123,Villa Gesell,00344,104,36888,962,7263,17015,5307,6341
2,124,Villarino,01007,18,6125,1217,743,2257,1039,869
2,124,Villarino,01008,6,1968,307,293,828,316,224
2,124,Villarino,01009,1,214,45,71,55,25,18
2,124,Villarino,01010,17,5815,960,645,2957,860,393
2,124,Villarino,01011,32,11338,1406,1679,5598,1421,1234
2,124,Villarino,1011A,8,2695,455,420,1036,438,346
2,125,Zarate,01013,57,19812,1300,4849,7300,2159,4204
2,125,Zarate,01014,85,29595,2060,5021,11545,3839,7130
2,125,Zarate,01015,21,7004,441,1782,2307,950,1524
2,125,Zarate,01016,14,4837,311,1068,1721,550,1187
2,125,Zarate,01017,66,23007,1407,3876,9078,2983,5663
2,125,Zarate,01018,27,9378,603,1816,3133,1304,2522
2,125,Zarate,01019,2,519,10,137,197,65,110
2,125,Zarate,01020,1,53,7,3,36,2,5
2,125,Zarate,01021,34,11667,558,1905,4781,1313,3110
2,126,Tres Lomas,00744,21,6894,431,1086,2434,1220,1723
2,126,Tres Lomas,00745,1,130,10,40,19,31,30
2,127,Florentino Ameghino,00361,22,7397,152,1191,2343,1761,1950
2,127,Florentino Ameghino,00362,2,669,17,71,234,213,134
2,127,Florentino Ameghino,0361A,1,142,2,45,27,44,24
2,128,Presidente Peron,00304,58,20153,1733,2868,7477,2968,5107
2,128,Presidente Peron,0304A,114,41539,2622,5076,19073,5669,9099
2,128,Presidente Peron,0304B,48,16548,1268,2541,6888,2201,3650
2,128,Presidente Peron,0304C,13,4494,268,526,1801,734,1165
2,129,Jose C. Paz,00398,275,100975,2241,15483,48203,9907,25141
2,129,Jose C. Paz,0398A,242,84419,1918,11532,34858,8742,27369
2,129,Jose C. Paz,0398B,187,65431,1612,11225,24857,7758,19979
2,130,Malvinas Argentinas,00399,220,77941,2325,10010,30529,3772,31305
2,130,Malvinas Argentinas,0399A,119,42031,1194,5363,16742,2518,16214
2,130,Malvinas Argentinas,0399B,98,34236,973,5114,13789,1884,12476
2,130,Malvinas Argentinas,0399C,6,1941,52,216,819,111,743
2,130,Malvinas Argentinas,0399D,93,32439,960,5283,11361,1919,12916
2,130,Malvinas Argentinas,0399E,66,23396,855,3778,8405,1388,8970
2,130,Malvinas Argentinas,0399F,170,59327,1692,11080,21316,4162,21077
2,130,Malvinas Argentinas,0399G,66,23037,689,2302,8848,1036,10162
2,131,Punta Indio,00611,1,96,0,17,51,10,18
2,131,Punta Indio,00612,1,277,7,53,104,39,74
2,131,Punta Indio,00613,24,8291,303,1553,2942,1584,1909
2,131,Punta Indio,0613A,3,1036,39,132,406,256,203
2,131,Punta Indio,0613B,4,1104,27,169,427,164,317
2,132,Ezeiza,00289,159,56449,1658,9984,21366,4719,18722
2,132,Ezeiza,00290,121,44493,1223,5846,18466,3305,15653
2,132,Ezeiza,0290A,107,37227,1064,5547,13956,2925,13735
2,132,Ezeiza,0290B,75,26043,822,3608,8964,2112,10537
2,133,Ituzaingo,00666,183,64726,3724,13108,23478,4820,19596
2,133,Ituzaingo,00667,161,56017,2590,14884,18616,4949,14978
2,133,Ituzaingo,0666A,96,33316,1997,8005,10748,2853,9713
2,134,Hurlingham,00668,173,61256,2080,13832,23678,7407,14259
2,134,Hurlingham,0668A,143,51612,2281,7335,22010,5892,14094
2,134,Hurlingham,0668B,166,57922,2557,10823,20117,7818,16607
2,135,Lezama,0207L,16,5140,205,905,1604,1044,1382
