secprov,seccionId,name,circuitoId,mesasTotalizadas,cantidadElectores,anioEleccion,EN_BLANCO,JxC,LLA,NO_VOTANTES,OTROS,UxP,VOTANTES
2,50,General Pueyrredon,0370A,21,7223,2023,487,1086,1389,1749,320,2192,5474
2,50,General Pueyrredon,0370B,5,1473,2023,111,128,197,576,31,430,897
2,50,General Pueyrredon,0370C,5,1441,2023,74,250,202,469,72,374,972
2,50,General Pueyrredon,0370D,5,1575,2023,76,239,275,450,73,462,1125
2,50,General Pueyrredon,0370E,22,7544,2023,584,693,1092,2846,202,2127,4698
2,50,General Pueyrredon,0370F,64,22411,2023,2215,2067,3538,6575,813,7203,15836
2,50,General Pueyrredon,0370G,39,13258,2023,1381,1452,2776,3867,380,3402,9391
2,51,General Rodriguez,00374,288,103874,2023,8836,12982,17317,29995,2448,32296,73879
2,52,General San Martin,00376,102,37695,2023,1441,7149,4788,14992,1193,8132,22703
2,52,General San Martin,00377,103,35933,2023,1668,8631,6305,8007,1527,9795,27926
2,52,General San Martin,00378,93,33304,2023,1449,5859,4904,10264,1260,9568,23040
2,52,General San Martin,00379,76,26906,2023,1302,5219,4308,7992,955,7130,18914
2,52,General San Martin,00380,57,20117,2023,958,3793,3299,6285,677,5105,13832
2,52,General San Martin,00381,173,64010,2023,2706,8720,8792,24055,1917,17820,39955
2,52,General San Martin,00382,24,8134,2023,441,2212,1535,1575,374,1997,6559
2,52,General San Martin,00383,20,6903,2023,315,2160,1186,1316,282,1644,5587
2,52,General San Martin,00384,54,18883,2023,928,3447,3048,5182,753,5525,13701
2,52,General San Martin,00388,228,80059,2023,4385,9758,13088,22984,2606,27238,57075
2,52,General San Martin,0377A,181,65229,2023,3270,9077,9479,21801,2131,19471,43428
2,53,San Miguel,00397,174,62215,2023,3387,14156,10156,18145,2299,14072,44070
2,53,San Miguel,00400,80,27607,2023,1591,7797,4890,6327,1043,5959,21280
2,53,San Miguel,00401,4,919,2023,65,201,314,249,18,72,670
2,53,San Miguel,00402,87,30205,2023,2563,6403,5286,6664,872,8417,23541
2,53,San Miguel,0397A,69,23982,2023,2055,4553,4170,4986,966,7252,18996
2,53,San Miguel,0397B,109,38123,2023,3853,5294,6058,7929,1397,13592,30194
2,53,San Miguel,0397C,99,34449,2023,3466,5370,5398,7214,1162,11839,27235
2,53,San Miguel,0401A,118,42663,2023,2341,11629,6554,12346,1308,8485,30317
2,54,General Viamonte,00404,41,13436,2023,1489,3618,1995,2465,41,3828,10971
2,54,General Viamonte,00405,1,186,2023,12,46,31,58,0,39,128
2,54,General Viamonte,00406,1,235,2023,26,64,33,57,1,54,178
2,54,General Viamonte,00407,1,90,2023,7,33,15,20,1,14,70
2,54,General Viamonte,00408,5,1688,2023,103,456,288,311,2,528,1377
2,54,General Viamonte,00409,1,331,2023,25,117,70,64,0,55,267
2,55,General Villegas,00411,52,17972,2023,2571,4181,3825,4315,101,2979,13657
2,55,General Villegas,00412,1,66,2023,6,9,8,21,0,22,45
2,55,General Villegas,00413,4,1058,2023,199,271,214,201,3,170,857
2,55,General Villegas,00414,1,221,2023,26,72,32,52,2,37,169
2,55,General Villegas,00415,6,1828,2023,279,477,385,454,5,228,1374
2,55,General Villegas,00416,6,2063,2023,299,547,426,496,4,291,1567
2,55,General Villegas,00417,1,282,2023,24,70,63,89,2,34,193
2,55,General Villegas,00418,4,1131,2023,259,292,191,241,2,146,890
2,55,General Villegas,00419,2,400,2023,50,93,53,111,1,92,289
2,55,General Villegas,00420,2,622,2023,82,173,157,125,1,84,497
2,55,General Villegas,00421,1,204,2023,23,53,33,34,1,60,170
2,56,Adolfo Gonzales Chaves,00424,27,8975,2023,1436,1613,1433,1947,163,2383,7028
2,56,Adolfo Gonzales Chaves,00427,5,1729,2023,222,355,185,578,16,373,1151
2,56,Adolfo Gonzales Chaves,00428,1,232,2023,51,43,26,48,3,61,184
2,57,Guamini,00430,10,3047,2023,305,803,459,702,38,740,2345
2,57,Guamini,00431,13,4455,2023,399,842,576,1265,35,1338,3190
2,57,Guamini,00432,5,1683,2023,176,437,300,305,17,448,1378
2,57,Guamini,00433,1,153,2023,11,50,16,43,5,28,110
2,57,Guamini,00434,3,879,2023,90,277,102,129,3,278,750
2,58,Hipolito Yrigoyen,00742,26,8228,2023,931,1884,1241,1937,44,2191,6291
2,58,Hipolito Yrigoyen,0742B,1,106,2023,22,16,21,17,2,28,89
2,59,Benito Juarez,00436,44,14780,2023,2526,2158,2290,3093,279,4434,11687
2,59,Benito Juarez,00437,2,123,2023,27,22,12,32,2,28,91
2,59,Benito Juarez,00439,9,2850,2023,471,337,477,676,54,835,2174
2,59,Benito Juarez,00440,1,203,2023,38,15,44,53,3,50,150
2,59,Benito Juarez,00441,1,170,2023,22,0,0,147,1,0,23
2,60,Junin,00444,203,71006,2023,7523,17430,11703,16456,360,17534,54550
2,60,Junin,00445,13,4404,2023,549,709,895,951,15,1285,3453
2,60,Junin,00446,10,2879,2023,347,586,577,666,15,688,2213
2,60,Junin,00447,5,1751,2023,195,398,293,345,15,505,1406
2,60,Junin,00448,1,137,2023,8,76,20,17,2,14,120
2,60,Junin,00449,1,51,2023,2,21,10,16,0,2,35
2,60,Junin,00450,3,874,2023,87,274,171,155,1,186,719
2,60,Junin,00451,3,994,2023,108,268,188,200,2,228,794
2,60,Junin,00452,2,420,2023,28,111,100,70,0,111,350
2,60,Junin,00453,1,35,2023,2,14,3,7,1,8,28
2,60,Junin,00454,1,107,2023,0,24,25,33,0,25,74
2,60,Junin,00456,1,277,2023,27,72,68,68,1,41,209
2,61,La Matanza,00626,148,51639,2023,2552,11926,9127,10771,2713,14550,40868
2,61,La Matanza,00627,61,22909,2023,1035,3646,3272,8588,906,5462,14321
2,61,La Matanza,00628,156,56008,2023,2057,16062,8653,14976,2580,11680,41032
2,61,La Matanza,00629,98,35112,2023,1835,3803,5546,9312,1575,13041,25800
2,61,La Matanza,00630,100,34823,2023,1632,8885,5759,7742,1822,8983,27081
2,61,La Matanza,00631,97,35767,2023,1701,5499,5301,11508,1565,10193,24259
2,61,La Matanza,00632,34,12160,2023,610,2231,2301,3069,554,3395,9091
2,61,La Matanza,00633,205,77749,2023,3641,10143,12493,28788,2921,19763,48961
2,61,La Matanza,00634,85,29810,2023,1751,5016,5217,6873,1318,9635,22937
2,61,La Matanza,00635,320,115029,2023,7613,8099,16235,30909,3711,48462,84120
2,61,La Matanza,0626A,109,38012,2023,2338,6067,6739,8762,1836,12270,29250
2,61,La Matanza,0629A,165,59036,2023,3754,5769,9241,14324,2444,23504,44712
2,61,La Matanza,0629B,117,40807,2023,2777,3688,6438,8432,1685,17787,32375
2,61,La Matanza,0631A,138,50192,2023,3319,4906,6887,15048,1691,18341,35144
2,61,La Matanza,0631B,28,9671,2023,481,2039,1753,2437,392,2569,7234
2,61,La Matanza,0631C,79,31030,2023,1350,2525,3836,12612,971,9736,18418
2,61,La Matanza,0631D,126,46368,2023,2659,4780,6367,15043,1651,15868,31325
2,61,La Matanza,0632A,36,12414,2023,777,1928,2323,2437,623,4326,9977
2,61,La Matanza,0632B,11,3615,2023,228,734,737,622,177,1117,2993
2,61,La Matanza,0635A,323,119387,2023,7847,8617,15309,37191,3501,46922,82196
2,61,La Matanza,0635B,354,128506,2023,8147,10388,18545,35371,4607,51448,93135
2,61,La Matanza,0635C,168,59042,2023,4432,4174,9146,12402,2009,26879,46640
2,61,La Matanza,0635D,166,61508,2023,4808,3326,7977,19163,1840,24394,42345
2,61,La Matanza,0635E,146,51315,2023,4302,2844,7485,12388,1621,22675,38927
2,61,La Matanza,0635F,4,1246,2023,108,152,246,307,32,401,939
2,62,Lanus,00259,30,10330,2023,443,2439,1308,2974,380,2786,7356
2,62,Lanus,00260,110,39973,2023,1506,9419,4467,13123,1290,10168,26850
2,62,Lanus,00261,111,40445,2023,1883,7507,5301,12439,1443,11872,28006
2,62,Lanus,00262,171,59709,2023,3891,8435,7406,14448,1931,23598,45261
2,62,Lanus,00263,71,25867,2023,1079,5110,2997,8665,926,7090,17202
2,62,Lanus,00264,22,7446,2023,329,2057,854,1880,275,2051,5566
2,62,Lanus,00265,73,25273,2023,1200,5737,3383,5178,1054,8721,20095
2,62,Lanus,00271,41,14761,2023,537,3670,1815,4441,492,3806,10320
2,62,Lanus,00272,56,20393,2023,975,4530,2359,6584,660,5285,13809
2,62,Lanus,00273,163,56886,2023,3248,9873,7427,13176,2003,21159,43710
2,62,Lanus,00274,127,44362,2023,2265,9941,6522,9402,1753,14479,34960
2,62,Lanus,00275,78,27044,2023,1287,7307,3666,6053,1102,7629,20991
2,62,Lanus,00276,90,32009,2023,1149,9764,3700,8246,1243,7907,23763
2,63,La Plata,00460,9,3158,2023,93,683,245,1402,92,643,1756
2,63,La Plata,00461,9,3260,2023,59,572,229,1793,94,513,1467
2,63,La Plata,00462,5,1658,2023,65,545,157,473,50,368,1185
2,63,La Plata,00463,9,3346,2023,73,501,202,2072,58,440,1274
2,63,La Plata,00464,7,2286,2023,119,740,232,505,106,584,1781
2,63,La Plata,00465,6,1956,2023,59,677,233,391,100,496,1565
2,63,La Plata,00466,7,2111,2023,87,758,204,498,100,464,1613
2,63,La Plata,00467,6,1897,2023,84,693,198,401,80,441,1496
2,63,La Plata,00468,6,1863,2023,62,576,174,441,75,535,1422
2,63,La Plata,00469,6,2085,2023,70,444,183,785,113,490,1300
2,63,La Plata,00471,6,1769,2023,113,423,235,393,79,526,1376
2,63,La Plata,00472,4,1279,2023,53,318,156,337,69,346,942
2,63,La Plata,00473,12,4075,2023,153,1069,356,1411,177,909,2664
2,63,La Plata,00474,14,4830,2023,213,1650,529,996,228,1214,3834
2,63,La Plata,00475,49,17023,2023,639,5397,1843,4458,824,3862,12565
2,63,La Plata,00476,9,2861,2023,160,995,322,536,143,705,2325
2,63,La Plata,00477,20,6826,2023,328,1721,843,1496,366,2072,5330
2,63,La Plata,00480,8,2652,2023,93,745,240,793,123,658,1859
2,63,La Plata,00481,12,4263,2023,156,1144,351,1542,152,918,2721
2,63,La Plata,00482,8,2771,2023,113,781,251,863,130,633,1908
2,63,La Plata,00483,8,2701,2023,163,859,286,526,138,729,2175
2,63,La Plata,00484,8,2697,2023,90,750,220,871,120,646,1826
2,63,La Plata,00485,7,2277,2023,129,639,210,467,148,684,1810
2,63,La Plata,00486,8,2773,2023,134,755,231,812,151,690,1961
2,63,La Plata,00487,7,2288,2023,124,716,257,404,131,656,1884
2,63,La Plata,00488,10,3203,2023,151,936,369,573,219,955,2630
2,63,La Plata,00493,1,109,2023,0,0,0,109,0,0,0
2,63,La Plata,00495,76,26364,2023,1161,8010,2987,6442,1235,6529,19922
2,63,La Plata,00496,88,30988,2023,1614,7109,4474,7736,1359,8696,23252
2,63,La Plata,00497,44,15039,2023,1008,4051,2334,3347,604,3695,11692
2,63,La Plata,00498,5,1440,2023,106,237,357,316,33,391,1124
2,63,La Plata,00501,139,48943,2023,2660,13072,6684,12516,2004,12007,36427
2,63,La Plata,00502,130,45746,2023,2461,11229,5985,11252,1858,12961,34494
2,63,La Plata,00503,20,6466,2023,427,1621,1098,1229,256,1835,5237
2,63,La Plata,00504,106,36927,2023,2145,10370,5077,7592,1679,10064,29335
2,63,La Plata,00505,50,17049,2023,999,3754,2387,4915,705,4289,12134
2,63,La Plata,00508,44,15620,2023,1284,2520,2231,4880,472,4233,10740
2,63,La Plata,00509,36,13021,2023,579,1108,1865,6413,305,2751,6608
2,63,La Plata,00516,10,3174,2023,123,805,269,1125,144,708,2049
2,63,La Plata,00517,10,3345,2023,144,1007,323,816,175,880,2529
2,63,La Plata,00518,13,4560,2023,106,842,296,2310,165,841,2250
2,63,La Plata,00519,22,7531,2023,247,1614,721,2696,324,1929,4835
2,63,La Plata,00520,24,8346,2023,417,2223,1109,1655,444,2498,6691
2,63,La Plata,00521,11,3614,2023,153,961,340,1069,184,907,2545
2,63,La Plata,0496A,47,17206,2023,1177,2577,2505,4430,695,5822,12776
2,63,La Plata,0496B,41,14665,2023,1154,2404,2269,3599,577,4662,11066
2,63,La Plata,0496C,47,16727,2023,908,3130,2582,4229,622,5256,12498
2,63,La Plata,0496D,54,19204,2023,1237,3285,2986,5391,683,5622,13813
2,63,La Plata,0496E,17,5490,2023,324,986,901,1049,319,1911,4441
2,63,La Plata,0496F,1,275,2023,1,56,43,87,11,77,188
2,63,La Plata,0497A,4,1157,2023,10,112,237,578,14,206,579
2,63,La Plata,0497B,30,10283,2023,762,2029,1849,2165,396,3082,8118
2,63,La Plata,0497C,29,9833,2023,759,1508,1762,2314,416,3074,7519
2,63,La Plata,0497D,36,12307,2023,815,2391,2272,3136,417,3276,9171
2,63,La Plata,0497E,39,13378,2023,973,2145,2408,3675,429,3748,9703
2,63,La Plata,0497F,15,5491,2023,392,593,1098,2016,156,1236,3475
2,63,La Plata,0503A,31,10671,2023,672,2256,1651,2761,425,2906,7910
2,63,La Plata,0504A,87,30330,2023,1673,9292,3678,6530,1312,7845,23800
2,63,La Plata,0505A,36,12132,2023,817,1954,1923,2781,558,4099,9351
2,63,La Plata,0505B,14,5013,2023,256,408,829,1867,133,1520,3146
2,63,La Plata,0508A,38,13081,2023,852,2934,2329,3111,499,3356,9970
2,63,La Plata,0508B,25,8494,2023,662,1107,1655,1912,273,2885,6582
2,63,La Plata,0508C,26,9091,2023,698,1414,1678,1923,347,3031,7168
2,63,La Plata,0508D,38,13740,2023,886,1783,2348,4067,302,4354,9673
2,63,La Plata,0508E,24,8358,2023,568,1455,1773,1763,344,2455,6595
2,63,La Plata,0508F,7,2250,2023,140,351,584,569,48,558,1681
2,63,La Plata,0508G,2,656,2023,19,75,135,177,19,231,479
2,63,La Plata,0509A,28,9712,2023,762,1814,2195,2238,295,2408,7474
2,64,Laprida,00524,31,9668,2023,925,2294,1348,1974,112,3015,7694
2,64,Laprida,00528,1,270,2023,16,75,33,56,3,87,214
2,65,Las Flores,00538,64,21984,2023,2398,4412,3979,4923,422,5850,17061
2,65,Las Flores,00539,1,91,2023,0,0,0,91,0,0,0
2,65,Las Flores,00540,1,101,2023,0,32,18,39,2,10,62
2,65,Las Flores,00541,1,49,2023,0,21,6,13,2,7,36
2,65,Las Flores,00542,1,54,2023,5,19,9,12,3,6,42
2,65,Las Flores,00543,1,249,2023,24,56,50,69,2,48,180
2,65,Las Flores,00544,1,37,2023,5,8,6,15,1,2,22
2,65,Las Flores,00545,1,96,2023,8,28,11,26,3,20,70
2,66,Leandro N. Alem,00549,27,8960,2023,1111,2027,1543,1674,50,2555,7286
2,66,Leandro N. Alem,00550,1,97,2023,9,14,12,25,1,36,72
2,66,Leandro N. Alem,00551,7,2358,2023,289,564,379,452,14,660,1906
2,66,Leandro N. Alem,00552,11,3507,2023,412,719,484,624,12,1256,2883
2,66,Leandro N. Alem,00553,1,314,2023,18,77,59,48,1,111,266
2,67,Lincoln,00554,83,28221,2023,3274,7534,4573,6310,121,6409,21911
2,67,Lincoln,00556,1,80,2023,15,24,13,23,1,4,57
2,67,Lincoln,00557,1,80,2023,13,20,10,23,1,13,57
2,67,Lincoln,00558,1,60,2023,5,19,7,17,2,10,43
2,67,Lincoln,00559,2,606,2023,51,188,99,102,3,163,504
2,67,Lincoln,00561,5,1527,2023,130,347,302,403,5,340,1124
2,67,Lincoln,00562,9,2930,2023,363,748,636,619,4,560,2311
2,67,Lincoln,00563,5,1648,2023,182,451,307,355,2,351,1293
2,67,Lincoln,00564,3,1040,2023,81,212,133,479,2,133,561
2,67,Lincoln,00565,1,190,2023,10,66,35,49,3,27,141
2,67,Lincoln,00566,6,1853,2023,154,638,322,372,5,362,1481
2,67,Lincoln,00567,1,83,2023,13,23,16,26,0,5,57
2,67,Lincoln,0567A,2,421,2023,50,142,90,92,1,46,329
2,68,Loberia,00568,38,12890,2023,1448,3161,1965,2925,229,3162,9965
2,68,Loberia,00569,1,64,2023,12,13,7,24,1,7,40
2,68,Loberia,00570,1,79,2023,6,30,5,29,5,4,50
2,68,Loberia,00572,5,1576,2023,146,444,331,373,21,261,1203
2,68,Loberia,0568A,2,413,2023,24,44,36,252,1,56,161
2,69,Lobos,00574,67,23174,2023,2352,6180,3798,5501,360,4983,17673
2,69,Lobos,00575,22,7547,2023,956,1469,1392,1849,108,1773,5698
2,69,Lobos,00576,1,317,2023,35,88,69,71,7,47,246
2,69,Lobos,00577,2,536,2023,0,242,65,151,9,69,385
2,69,Lobos,00578,3,1000,2023,114,330,241,178,15,122,822
2,69,Lobos,00579,2,531,2023,50,136,112,105,9,119,426
2,69,Lobos,00580,1,184,2023,15,70,28,47,1,23,137
2,69,Lobos,00581,2,371,2023,37,130,71,79,2,52,292
2,69,Lobos,0576A,1,144,2023,16,49,22,40,4,13,104
2,70,Lomas de Zamora,00583,183,66018,2023,3506,7796,9627,17643,2439,25007,48375
2,70,Lomas de Zamora,00584,61,21871,2023,780,6471,2970,5429,976,5245,16442
2,70,Lomas de Zamora,00585,33,11555,2023,493,3606,1635,2345,592,2884,9210
2,70,Lomas de Zamora,00586,86,35000,2023,1095,6139,3845,15043,911,7967,19957
2,70,Lomas de Zamora,00587,289,103076,2023,5316,17126,14823,26752,3814,35245,76324
2,70,Lomas de Zamora,00588,36,12567,2023,572,3495,1807,2724,565,3404,9843
2,70,Lomas de Zamora,00589,64,22219,2023,1124,4699,3535,4589,1117,7155,17630
2,70,Lomas de Zamora,00590,106,36765,2023,1652,9792,5640,7435,1884,10362,29330
2,70,Lomas de Zamora,00591,52,18897,2023,590,5156,2181,6343,769,3858,12554
2,70,Lomas de Zamora,00592,22,7324,2023,324,2163,1100,1483,394,1860,5841
2,70,Lomas de Zamora,00593,63,21854,2023,1192,3814,3681,5049,952,7166,16805
2,70,Lomas de Zamora,0583A,129,47281,2023,3158,2973,5861,12696,1314,21279,34585
2,70,Lomas de Zamora,0583B,88,31238,2023,2100,2419,4512,7006,1015,14186,24232
2,70,Lomas de Zamora,0583C,82,30782,2023,1713,2074,4289,9844,898,11964,20938
2,70,Lomas de Zamora,0583D,80,27835,2023,2187,2104,4909,5308,792,12535,22527
2,70,Lomas de Zamora,0583E,56,19406,2023,1657,1054,3712,4852,442,7689,14554
2,70,Lomas de Zamora,0590A,127,44485,2023,2729,6199,7104,10010,1930,16513,34475
2,70,Lomas de Zamora,0593A,48,18652,2023,785,2984,2658,6931,607,4687,11721
2,71,Lujan,00596,211,73854,2023,6478,15238,13162,17802,1989,19185,56052
2,71,Lujan,00597,3,752,2023,40,305,160,131,9,107,621
2,71,Lujan,00598,13,4260,2023,313,802,602,1214,121,1208,3046
2,71,Lujan,00599,22,7492,2023,668,1186,1367,1705,273,2293,5787
2,71,Lujan,00600,7,2331,2023,235,418,449,695,43,491,1636
2,71,Lujan,00601,3,947,2023,66,229,150,207,37,258,740
2,71,Lujan,00602,18,6148,2023,512,962,1113,2051,145,1365,4097
2,71,Lujan,00603,7,2194,2023,152,196,324,842,84,596,1352
2,72,Magdalena,00604,8,2770,2023,333,846,439,472,88,592,2298
2,72,Magdalena,00605,3,906,2023,53,142,93,441,9,168,465
2,72,Magdalena,00606,35,11735,2023,1295,2514,1688,3828,151,2259,7907
2,72,Magdalena,00607,1,100,2023,7,22,13,30,3,25,70
2,72,Magdalena,00608,1,170,2023,22,48,36,32,6,26,138
2,72,Magdalena,00609,2,406,2023,70,92,79,76,8,81,330
2,72,Magdalena,00610,1,43,2023,1,17,6,16,0,3,27
2,73,Maipu,00615,29,9651,2023,822,3199,1384,1596,131,2519,8055
2,73,Maipu,00616,2,514,2023,40,144,113,100,9,108,414
2,73,Maipu,00617,1,134,2023,18,47,27,23,2,17,111
2,73,Maipu,0617A,1,26,2023,1,8,4,11,1,1,15
2,74,Mar Chiquita,00619,26,8969,2023,948,1685,1504,2012,86,2734,6957
2,74,Mar Chiquita,00620,9,2954,2023,236,597,599,630,37,855,2324
2,74,Mar Chiquita,00621,2,121,2023,6,33,19,44,4,15,77
2,74,Mar Chiquita,00622,6,1959,2023,114,304,341,593,29,578,1366
2,74,Mar Chiquita,0622A,45,15426,2023,848,2556,2672,4319,544,4487,11107
2,74,Mar Chiquita,0622B,9,2966,2023,158,711,551,703,108,735,2263
2,75,Marcos Paz,00624,144,51162,2023,4920,6160,8251,12116,1312,18403,39046
2,75,Marcos Paz,0624A,2,514,2023,27,40,101,174,8,164,340
2,76,Mercedes,00638,73,25418,2023,1564,7147,4511,5239,752,6205,20179
2,76,Mercedes,00639,22,7431,2023,707,1087,1463,1461,187,2526,5970
2,76,Mercedes,00640,28,9715,2023,667,2031,2077,1995,224,2721,7720
2,76,Mercedes,00641,8,2676,2023,201,576,551,550,57,741,2126
2,76,Mercedes,00642,28,9664,2023,771,2104,2056,1683,270,2780,7981
2,76,Mercedes,00643,8,2541,2023,294,314,541,507,56,829,2034
2,76,Mercedes,00644,3,816,2023,60,181,165,221,28,161,595
2,76,Mercedes,00645,1,176,2023,14,33,32,59,2,36,117
2,76,Mercedes,00646,1,269,2023,27,61,58,70,1,52,199
2,76,Mercedes,00647,1,124,2023,11,27,32,28,4,22,96
2,76,Mercedes,00648,1,209,2023,15,42,42,41,3,66,168
2,77,Merlo,00652,201,73028,2023,4046,11159,11317,23182,2644,20680,49846
2,77,Merlo,00653,205,73052,2023,5430,6197,10862,21485,2806,26272,51567
2,77,Merlo,00654,109,38875,2023,3741,2972,6089,10818,1259,13996,28057
2,77,Merlo,00655,156,54681,2023,3141,10149,9184,12586,2538,17083,42095
2,77,Merlo,0652A,428,150052,2023,11603,13828,24041,41643,5279,53658,108409
2,77,Merlo,0655A,183,65379,2023,5551,4985,10579,19291,2264,22709,46088
2,78,Monte,00656,56,19514,2023,2101,4892,3072,4784,347,4318,14730
2,78,Monte,00657,1,329,2023,36,107,49,81,9,47,248
2,78,Monte,00658,1,152,2023,1,38,29,41,3,40,111
2,78,Monte,00659,1,44,2023,5,16,7,9,2,5,35
2,78,Monte,00660,2,227,2023,10,61,40,76,7,33,151
2,78,Monte,00661,3,726,2023,88,167,123,142,16,190,584
2,79,Moreno,00663,163,61401,2023,3029,7965,8404,24488,1683,15832,36913
2,79,Moreno,00664,83,29643,2023,1803,3830,5483,8279,961,9287,21364
2,79,Moreno,0663A,155,55308,2023,3391,6957,9763,14966,2119,18112,40342
2,79,Moreno,0663B,169,59210,2023,4462,4804,10012,16377,1992,21563,42833
2,79,Moreno,0663C,261,92962,2023,7238,7246,15091,25068,3009,35310,67894
2,79,Moreno,0663D,114,41589,2023,3335,2114,5874,13912,1028,15326,27677
2,79,Moreno,0664A,93,33163,2023,2652,3113,5870,8931,1115,11482,24232
2,79,Moreno,0664B,93,32337,2023,2672,2524,5545,8491,1020,12085,23846
2,80,Moron,00665,315,111781,2023,5754,19619,17609,29584,4457,34758,82197
2,80,Moron,00669,107,37581,2023,1600,10942,5357,9009,1660,9013,28572
2,80,Moron,00670,37,12621,2023,496,3985,1850,2968,569,2753,9653
2,80,Moron,00671,137,48490,2023,2330,10770,7848,12114,1801,13627,36376
2,80,Moron,00672,104,36211,2023,1549,10604,5574,8033,1483,8968,28178
2,80,Moron,00673,132,47058,2023,2319,8887,7235,12159,1865,14593,34899
2,81,Navarro,00675,40,13759,2023,1668,3222,2749,2545,174,3401,11214
2,81,Navarro,00676,1,238,2023,25,55,42,73,2,41,165
2,81,Navarro,00677,1,127,2023,23,18,23,37,1,25,90
2,81,Navarro,00678,1,178,2023,16,39,45,50,5,23,128
2,81,Navarro,00679,1,90,2023,15,16,16,32,3,8,58
2,81,Navarro,00680,1,123,2023,7,39,28,33,3,13,90
2,81,Navarro,00681,2,632,2023,60,130,125,165,5,147,467
2,81,Navarro,00682,1,77,2023,8,27,14,21,0,7,56
2,81,Navarro,00683,2,468,2023,80,125,77,52,8,126,416
2,81,Navarro,0681A,1,200,2023,0,48,32,71,4,45,129
2,82,Necochea,00686,189,66377,2023,8706,14168,12862,17742,1544,11355,48635
2,82,Necochea,00687,6,1945,2023,286,430,344,492,50,343,1453
2,82,Necochea,00688,2,550,2023,28,117,116,225,9,55,325
2,82,Necochea,00691,8,2656,2023,415,606,569,666,42,358,1990
2,82,Necochea,00692,2,576,2023,110,99,101,197,3,66,379
2,82,Necochea,0686A,47,16299,2023,2242,1922,3464,5066,570,3035,11233
2,83,9 de Julio,00696,103,35575,2023,3742,9968,7287,7766,181,6631,27809
2,83,9 de Julio,00697,1,131,2023,1,31,43,48,0,8,83
2,83,9 de Julio,00698,3,753,2023,102,108,181,145,2,215,608
2,83,9 de Julio,00699,3,762,2023,81,188,171,160,0,162,602
2,83,9 de Julio,00700,2,516,2023,62,92,118,164,0,80,352
2,83,9 de Julio,00701,2,503,2023,42,94,118,127,0,122,376
2,83,9 de Julio,00703,6,1757,2023,141,457,233,649,0,277,1108
2,83,9 de Julio,00704,1,57,2023,8,13,16,9,0,11,48
2,83,9 de Julio,00705,1,50,2023,9,16,8,11,0,6,39
2,83,9 de Julio,00706,7,2312,2023,235,698,442,494,0,443,1818
2,83,9 de Julio,00707,1,352,2023,28,118,77,70,3,56,282
2,83,9 de Julio,00708,1,45,2023,3,18,11,7,0,6,38
2,83,9 de Julio,00709,1,271,2023,24,87,54,63,2,41,208
2,83,9 de Julio,0705A,2,529,2023,46,106,140,108,0,129,421
2,84,Olavarria,00711,36,12528,2023,815,3608,2249,3154,350,2352,9374
2,84,Olavarria,00712,3,225,2023,29,37,39,74,1,45,151
2,84,Olavarria,00714,4,1159,2023,102,168,230,357,36,266,802
2,84,Olavarria,00715,11,3640,2023,361,624,918,806,56,875,2834
2,84,Olavarria,00716,7,2357,2023,270,402,600,582,49,454,1775
2,84,Olavarria,00717,10,3414,2023,356,592,707,689,80,990,2725
2,84,Olavarria,00718,2,546,2023,14,64,126,104,49,189,442
2,84,Olavarria,00719,11,3438,2023,262,589,849,803,104,831,2635
2,84,Olavarria,00720,1,120,2023,11,35,26,39,2,7,81
2,84,Olavarria,00723,1,287,2023,30,71,42,106,3,35,181
2,84,Olavarria,00725,2,508,2023,45,117,88,182,13,63,326
2,84,Olavarria,0711A,22,7589,2023,672,1931,1513,1638,207,1628,5951
2,84,Olavarria,0711B,31,11144,2023,978,1924,2203,3193,243,2603,7951
2,84,Olavarria,0711C,45,15441,2023,1659,2756,3107,3510,419,3990,11931
2,84,Olavarria,0711D,59,20607,2023,1855,3682,4569,4464,646,5391,16143
2,84,Olavarria,0711E,48,16601,2023,1763,2756,3628,3667,483,4304,12934
2,84,Olavarria,0718A,1,31,2023,1,6,5,11,2,6,20
2,84,Olavarria,0719A,1,26,2023,0,4,9,12,0,1,14
2,84,Olavarria,0723A,1,105,2023,2,18,13,55,0,17,50
2,85,Pehuajo,00734,88,30385,2023,3009,6878,4161,6377,244,9716,24008
2,85,Pehuajo,00735,1,248,2023,10,41,45,37,4,111,211
2,85,Pehuajo,00736,1,233,2023,23,70,39,49,5,47,184
2,85,Pehuajo,00738,5,1417,2023,142,393,203,273,6,400,1144
2,85,Pehuajo,00739,6,1868,2023,201,638,245,381,5,398,1487
2,85,Pehuajo,00740,1,346,2023,26,82,57,77,3,101,269
2,85,Pehuajo,00741,5,1674,2023,112,582,253,340,15,372,1334
2,85,Pehuajo,0734A,1,126,2023,4,27,16,16,2,61,110
2,86,Pellegrini,00743,17,5323,2023,733,1723,747,779,49,1292,4544
2,87,Pergamino,00747,1,191,2023,14,51,36,50,8,32,141
2,87,Pergamino,00748,48,16620,2023,1099,5556,2935,4230,323,2477,12390
2,87,Pergamino,00749,4,1114,2023,113,320,262,217,13,189,897
2,87,Pergamino,00750,1,58,2023,1,16,18,16,3,4,42
2,87,Pergamino,00751,5,1478,2023,154,464,316,264,31,249,1214
2,87,Pergamino,00752,1,183,2023,12,51,25,35,5,55,148
