 seccionId,nombre,categoriaId,indice, distritoId, seccionProvincialId, municipioId,circuitoId,electores2025,votantes2025,electores2023,votantes2023
111,Tandil,5,1110,2,5,2811,0933I,11422,8917,11122,8683
111,Tandil,5,1111,2,5,2811,0933J,5744,4489,5719,4469
111,Tandil,5,1112,2,5,2811,0933K,14554,11231,14487,11179
111,Tandil,5,1113,2,5,2811,0933L,25812,18802,27550,20068
111,Tandil,5,1114,2,5,288,0933M,218,186,149,127
112,Tapalque,5,1120,2,7,2813,944,8324,6466,8362,6496
112,Tapalque,5,1121,2,7,2813,945,45,31,49,34
112,Tapalque,5,1122,2,7,806,946,25,17,33,22
112,Tapalque,5,1123,2,7,2937,947,132,116,137,120
112,Tapalque,5,1124,2,7,2561,948,52,35,57,38
112,Tapalque,5,1125,2,7,812,949,340,254,342,255
113,Tigre,5,840,2,1,2459,530,67455,46753,77026,53387
113,Tigre,5,841,2,1,2834,533,7249,5027,6808,4721
113,Tigre,5,842,2,1,1211,534,38133,29931,36855,28928
113,Tigre,5,844,2,1,1211,535,49228,37377,51657,39221
113,Tigre,5,846,2,1,307,536,46190,35126,47623,36216
113,Tigre,5,843,2,1,886,0534A,61046,46205,63377,47969
113,Tigre,5,845,2,1,1035,0535A,60745,45845,63290,47766
113,Tigre,5,847,2,1,879,0536A,8508,6943,7682,6269
115,Trenque Lauquen,5,1127,2,4,2874,957,35752,26731,35535,26569
115,Trenque Lauquen,5,1128,2,4,322,958,1071,767,1053,754
115,Trenque Lauquen,5,1129,2,4,1957,960,18,9,20,10
115,Trenque Lauquen,5,1130,2,4,10,961,5188,3850,5144,3817
115,Trenque Lauquen,5,1131,2,4,1179,0961A,68,52,54,41
115,Trenque Lauquen,5,1132,2,4,1228,0961D,164,124,171,129
116,Tordillo,5,1126,2,5,1194,951,2431,1935,2457,1956
118,Tres de Febrero,5,782,2,1,2523,389,12873,9282,14523,10472
118,Tres de Febrero,5,783,2,1,2711,390,17747,13906,17761,13917
118,Tres de Febrero,5,784,2,1,490,391,79128,59444,82918,62291
118,Tres de Febrero,5,785,2,1,630,392,11210,8155,11467,8342
118,Tres de Febrero,5,786,2,1,630,393,51185,32318,64728,40869
118,Tres de Febrero,5,787,2,1,1,394,55010,43634,55771,44238
118,Tres de Febrero,5,789,2,1,975,395,44044,30810,50337,35212
118,Tres de Febrero,5,788,2,1,628,0394A,13577,10133,15347,11454
119,La Costa,5,708,2,5,2572,337,13675,9815,13869,9954
119,La Costa,5,709,2,5,1729,0337A,6553,4294,7132,4673
119,La Costa,5,710,2,5,2702,0337B,17060,12219,18394,13174
119,La Costa,5,711,2,5,1950,0337C,11861,8728,10985,8083
119,La Costa,5,712,2,5,50,0337D,12624,9122,12981,9380
119,La Costa,5,713,2,5,1946,0337E,21266,15171,21654,15448
121,Veinticinco De Mayo,5,1134,2,7,7,980,22876,17303,23062,17444
121,Veinticinco De Mayo,5,1135,2,7,1885,981,121,83,125,86
121,Veinticinco De Mayo,5,1136,2,7,826,982,65,37,72,41
121,Veinticinco De Mayo,5,1137,2,7,2100,983,4729,3916,4713,3903
121,Veinticinco De Mayo,5,1138,2,7,2233,984,1677,1341,1688,1350
121,Veinticinco De Mayo,5,1139,2,7,1240,985,401,312,410,319
121,Veinticinco De Mayo,5,1140,2,7,831,986,56,0,65,0
121,Veinticinco De Mayo,5,1141,2,7,2923,988,686,557,714,580
121,Veinticinco De Mayo,5,1142,2,7,53,989,363,278,296,227
121,Veinticinco De Mayo,5,1144,2,7,2577,990,260,215,281,232
121,Veinticinco De Mayo,5,1145,2,7,861,991,554,477,568,489
122,Vicente Lopez,5,1146,2,1,2138,993,23433,18501,23544,18589
122,Vicente Lopez,5,1148,2,1,2947,994,12266,9050,12353,9114
122,Vicente Lopez,5,1149,2,1,1134,995,14598,9197,18826,11861
122,Vicente Lopez,5,1150,2,1,1134,996,14209,11095,14370,11221
122,Vicente Lopez,5,1151,2,1,2947,997,11016,8193,11075,8237
122,Vicente Lopez,5,1152,2,1,1134,998,17030,13469,17052,13486
122,Vicente Lopez,5,1153,2,1,1135,999,35602,26100,38288,28069
122,Vicente Lopez,5,606,2,1,456,1000,43083,31837,47512,35110
122,Vicente Lopez,5,608,2,1,2138,1001,29480,20439,35102,24337
122,Vicente Lopez,5,1147,2,1,2138,0993A,12193,8166,14464,9687
122,Vicente Lopez,5,607,2,1,2072,1000A,7520,5780,7499,5764
122,Vicente Lopez,5,609,2,1,1555,1001A,10166,7450,10185,7464
123,Villa Gesell,5,724,2,5,3042,344,33973,23198,35591,24303
127,Florentino Ameghino,5,737,2,4,126,361,7295,5751,7427,5855
127,Florentino Ameghino,5,739,2,4,328,362,669,526,664,522
127,Florentino Ameghino,5,738,2,4,1004,0361A,142,116,151,123
129,Jose C. Paz,5,794,2,1,1423,398,81129,55155,99328,67528
129,Jose C. Paz,5,795,2,1,1423,0398A,86519,66448,85397,65586
129,Jose C. Paz,5,796,2,1,1423,0398B,65431,51929,64654,51312
130,Malvinas Argentinas,5,797,2,1,1274,399,75137,56357,79756,59821
130,Malvinas Argentinas,5,798,2,1,1369,0399A,39201,29389,43107,32317
130,Malvinas Argentinas,5,799,2,1,1924,0399B,32275,25452,31583,24906
130,Malvinas Argentinas,5,800,2,1,2859,0399C,1941,1535,1868,1477
130,Malvinas Argentinas,5,801,2,1,1924,0399D,32131,24759,32109,24742
130,Malvinas Argentinas,5,802,2,1,1365,0399E,22016,16770,22844,17401
130,Malvinas Argentinas,5,803,2,1,1850,0399F,59677,47368,58656,46558
130,Malvinas Argentinas,5,804,2,1,1274,0399G,23037,18169,22270,17564
133,Ituzaingo,5,945,2,1,1001,666,60229,44859,65586,48849
133,Ituzaingo,5,947,2,1,1387,667,55838,43544,55728,43458
133,Ituzaingo,5,946,2,1,1406,0666A,33316,26848,33201,26755
134,Hurlingham,5,948,2,1,1347,668,56385,41925,61264,45553
134,Hurlingham,5,949,2,1,1347,0668A,43909,29979,51258,34997
134,Hurlingham,5,950,2,1,3139,0668B,57922,45601,57868,45558
135,Lezama,5,674,2,5,1746,0207L,5034,4148,5060,4169
1,Adolfo Alsina,6,449,2,6,459,1,9555,6872,9779,7033
124,Villarino,6,450,2,6,1997,1007,6125,4791,6189,4841
124,Villarino,6,451,2,6,1441,1008,1968,1507,2041,1563
124,Villarino,6,452,2,6,716,1009,214,163,230,175
124,Villarino,6,453,2,6,1990,1010,4963,3469,5782,4042
124,Villarino,6,454,2,6,2236,1011,8420,5660,11070,7442
124,Villarino,6,455,2,6,1316,1011A,3395,2703,3367,2681
125,Zarate,6,456,2,2,3203,1013,17951,13517,20075,15116
125,Zarate,6,457,2,2,3203,1014,29595,21801,28556,21036
125,Zarate,6,458,2,2,3203,1015,7004,5727,7002,5725
125,Zarate,6,459,2,2,3203,1016,4837,3693,4795,3661
125,Zarate,6,460,2,2,3203,1017,23007,16859,22321,16356
125,Zarate,6,461,2,2,3203,1018,9378,7280,9281,7205
125,Zarate,6,462,2,2,1070,1019,519,426,447,367
125,Zarate,6,463,2,2,1750,1020,53,26,54,27
125,Zarate,6,464,2,2,1750,1021,11033,8168,10998,8142
9,Baradero,6,465,2,2,267,105,22928,17285,23580,17777
9,Baradero,6,466,2,2,267,106,539,429,497,396
9,Baradero,6,467,2,2,267,107,5920,4456,5540,4170
9,Baradero,6,468,2,2,267,109,23,17,0,0
9,Baradero,6,469,2,2,3062,110,481,406,474,400
9,Baradero,6,470,2,2,3136,111,235,190,244,197
9,Baradero,6,471,2,2,2965,113,1333,1056,1342,1063
10,Arrecifes,6,472,2,2,180,117,24905,19534,24589,19286
10,Arrecifes,6,473,2,2,824,0117A,70,57,71,58
10,Arrecifes,6,474,2,2,1567,0117B,95,32,462,158
10,Arrecifes,6,475,2,2,2849,118,682,302,664,294
10,Arrecifes,6,476,2,2,3170,120,474,385,465,378
18,Capitan Sarmiento,6,477,2,2,437,121,13652,10893,13465,10744
18,Capitan Sarmiento,6,478,2,2,1557,122,326,255,295,231
15,Brandsen,6,479,2,3,344,148,22781,18028,22717,17977
15,Brandsen,6,480,2,3,831,149,384,294,289,221
15,Brandsen,6,481,2,3,1420,150,2392,2046,2328,1991
15,Brandsen,6,482,2,3,1246,151,1380,1109,1176,945
15,Brandsen,6,483,2,3,96,152,314,242,323,249
15,Brandsen,6,484,2,3,2133,153,303,247,305,249
15,Brandsen,6,485,2,3,1584,0153A,266,203,256,195
17,CA\u00d1UELAS,6,486,2,3,436,157,34121,24443,35521,25446
17,CA\u00d1UELAS,6,487,2,3,78,158,4111,3295,3900,3126
17,CA\u00d1UELAS,6,488,2,3,1989,0158A,8914,7377,7929,6562
17,CA\u00d1UELAS,6,489,2,3,2693,0158B,5682,4392,5162,3990
17,CA\u00d1UELAS,6,490,2,3,2914,159,1477,1176,1389,1106
17,CA\u00d1UELAS,6,491,2,3,1546,160,170,136,168,134
17,CA\u00d1UELAS,6,492,2,3,1239,162,212,153,197,142
3,Almirante Brown,6,493,2,3,36,17,25719,19790,24107,18550
21,Carmen de Areco,6,494,2,2,470,175,13229,10754,13233,10757
21,Carmen de Areco,6,495,2,2,2886,176,544,432,549,436
21,Carmen de Areco,6,496,2,2,2340,177,179,141,190,150
32,Daireaux,6,497,2,6,851,179,12553,9901,12577,9920
3,Almirante Brown,6,498,2,3,36,18,32759,25444,32015,24866
32,Daireaux,6,499,2,6,167,180,600,505,594,500
32,Daireaux,6,500,2,6,1543,181,152,116,152,116
32,Daireaux,6,501,2,6,140,182,55,42,67,51
32,Daireaux,6,502,2,6,2533,183,2010,1602,2004,1597
3,Almirante Brown,6,503,2,3,88,0018A,40688,30880,58396,44320
3,Almirante Brown,6,504,2,3,2415,19,53658,40691,99133,75177
3,Almirante Brown,6,505,2,3,36,20,58257,41248,37717,26705
3,Almirante Brown,6,506,2,3,88,0020A,31884,24316,34589,26379
3,Almirante Brown,6,507,2,3,88,21,50989,38606,62722,47490
3,Almirante Brown,6,508,2,3,88,0021A,20887,15113,17598,12733
3,Almirante Brown,6,509,2,3,88,22,52703,37311,44221,31306
3,Almirante Brown,6,510,2,3,634,0022A,42513,30870,56140,40765
3,Almirante Brown,6,511,2,3,88,0022B,21059,15101,17920,12850
3,Almirante Brown,6,512,2,3,2585,0022C,29866,21687,56140,40765
4,Avellaneda,6,513,2,3,215,23,14343,9392,18304,11986
24,Colon,6,514,2,2,670,230,21808,17157,21819,17166
24,Colon,6,515,2,2,2718,0230A,76,57,82,62
24,Colon,6,516,2,2,2232,231,232,182,243,191
24,Colon,6,517,2,2,911,0231A,256,206,258,208
25,Coronel Dorrego,6,518,2,6,777,232,10827,8618,10939,8707
25,Coronel Dorrego,6,519,2,6,777,233,43,30,61,43
25,Coronel Dorrego,6,520,2,6,387,234,136,105,145,112
25,Coronel Dorrego,6,521,2,6,1477,235,26,16,27,17
25,Coronel Dorrego,6,522,2,6,160,236,117,87,136,101
25,Coronel Dorrego,6,523,2,6,1390,0236A,23,19,27,22
25,Coronel Dorrego,6,524,2,6,1000,237,876,704,890,715
25,Coronel Dorrego,6,525,2,6,1111,0237A,67,43,67,43
25,Coronel Dorrego,6,526,2,6,2149,238,1801,1402,1787,1391
120,Monte Hermoso,6,527,2,6,2049,239,9459,6563,9750,6765
4,Avellaneda,6,528,2,3,215,24,10919,8717,10927,8723
26,Coronel Pringles,6,529,2,6,642,240,19502,13963,19701,14105
26,Coronel Pringles,6,530,2,6,1360,243,922,638,941,651
26,Coronel Pringles,6,531,2,6,820,246,62,40,73,47
27,Coronel De Marina L. Rosales,6,532,2,6,2385,248,16832,12660,16855,12677
27,Coronel De Marina L. Rosales,6,533,2,6,254,0248A,575,420,547,400
27,Coronel De Marina L. Rosales,6,534,2,6,235,0248B,103,59,125,71
27,Coronel De Marina L. Rosales,6,535,2,6,2385,0248C,14030,11041,12997,10228
27,Coronel De Marina L. Rosales,6,536,2,6,2385,0248D,6090,4303,5682,4015
27,Coronel De Marina L. Rosales,6,537,2,6,2385,0248E,10847,8883,10338,8466
27,Coronel De Marina L. Rosales,6,538,2,6,2365,0248F,1339,1039,1160,900
27,Coronel De Marina L. Rosales,6,539,2,6,245,249,244,197,262,212
27,Coronel De Marina L. Rosales,6,540,2,6,3050,0249A,1753,1340,1639,1253
27,Coronel De Marina L. Rosales,6,541,2,6,3017,0249B,291,226,280,217
4,Avellaneda,6,542,2,3,215,25,11888,8937,11584,8708
28,Coronel Suarez,6,543,2,6,787,252,23283,17983,23665,18278
28,Coronel Suarez,6,544,2,6,2686,253,1658,1312,1687,1335
28,Coronel Suarez,6,545,2,6,1329,254,4777,3498,4785,3504
28,Coronel Suarez,6,546,2,6,2273,255,41,32,44,34
28,Coronel Suarez,6,547,2,6,2686,0255A,25,18,48,35
28,Coronel Suarez,6,548,2,6,3068,0256A,232,173,232,173
28,Coronel Suarez,6,549,2,6,2209,258,201,148,216,159
28,Coronel Suarez,6,550,2,6,2608,0258A,2290,1808,2285,1804
28,Coronel Suarez,6,551,2,6,2703,0258B,2513,1691,2330,1568
28,Coronel Suarez,6,552,2,6,843,0258C,149,106,157,112
62,Lanus,6,553,2,3,1223,259,9034,6433,10330,7356
4,Avellaneda,6,554,2,3,1398,26,7072,4995,6625,4679
62,Lanus,6,555,2,3,1655,260,33395,22432,39973,26850
62,Lanus,6,556,2,3,283,261,33758,23376,40445,28006
62,Lanus,6,557,2,3,2045,262,60068,45533,59709,45261
62,Lanus,6,558,2,3,1655,263,20584,13689,25867,17202
62,Lanus,6,559,2,3,1657,264,7393,5526,7446,5566
62,Lanus,6,560,2,3,2445,265,25293,20111,25273,20095
4,Avellaneda,6,561,2,3,215,27,21886,15364,26036,18277
62,Lanus,6,562,2,3,1223,271,12267,8576,14761,10320
62,Lanus,6,563,2,3,1655,272,16645,11271,20393,13809
62,Lanus,6,564,2,3,1657,273,57152,43914,56886,43710
62,Lanus,6,565,2,3,1655,274,43402,34203,44362,34960
62,Lanus,6,566,2,3,1657,275,26736,20752,27044,20991
62,Lanus,6,567,2,3,1655,276,29750,22086,32009,23763
36,Esteban Echeverria,6,568,2,3,12,286,5345,3636,4912,3341
36,Esteban Echeverria,6,569,2,3,12,0286A,32801,22467,37968,26006
36,Esteban Echeverria,6,570,2,3,971,287,25194,19192,26713,20349
36,Esteban Echeverria,6,571,2,3,971,0287A,19409,15185,20154,15768
36,Esteban Echeverria,6,572,2,3,1422,0287B,7222,5011,6662,4622
36,Esteban Echeverria,6,573,2,3,1096,0287C,18880,13804,19270,14089
36,Esteban Echeverria,6,574,2,3,2048,0287D,25149,20184,24316,19515
36,Esteban Echeverria,6,575,2,3,1096,288,26502,17864,38662,26061
36,Esteban Echeverria,6,576,2,3,1096,0288A,17460,12861,20380,15012
36,Esteban Echeverria,6,577,2,3,1096,0288B,31250,23806,32494,24754
132,Ezeiza,6,578,2,3,1104,289,52057,39887,53750,41184
132,Ezeiza,6,579,2,3,1104,290,34272,24599,42889,30784
132,Ezeiza,6,580,2,3,2889,0290A,37577,30092,35399,28348
132,Ezeiza,6,581,2,3,466,0290B,26393,21654,25016,20524
36,Esteban Echeverria,6,582,2,3,1890,291,15323,12247,15358,12275
36,Esteban Echeverria,6,583,2,3,1096,0291A,20820,14693,25171,17764
37,Exaltacion de la Cruz,6,584,2,2,443,292,10187,7714,10795,8174
37,Exaltacion de la Cruz,6,585,2,2,443,293,12293,9350,12781,9721
37,Exaltacion de la Cruz,6,586,2,2,189,294,3999,3059,3913,2993
37,Exaltacion de la Cruz,6,587,2,2,443,295,6256,4682,6309,4722
37,Exaltacion de la Cruz,6,588,2,2,875,297,571,440,549,423
37,Exaltacion de la Cruz,6,589,2,2,1231,298,333,247,318,236
1,Adolfo Alsina,6,590,2,6,2488,3,3057,2318,3124,2369
4,Avellaneda,6,591,2,3,215,30,6172,4214,7699,5256
38,Florencio Varela,6,592,2,3,1130,302,110432,77665,124017,87219
38,Florencio Varela,6,593,2,3,1130,0302A,46465,33560,48682,35161
38,Florencio Varela,6,594,2,3,1130,0302B,25978,19323,26745,19893
38,Florencio Varela,6,595,2,3,1130,0302C,34474,26331,35043,26766
38,Florencio Varela,6,596,2,3,1094,0302D,19310,14831,19870,15261
38,Florencio Varela,6,597,2,3,337,0302E,51441,37796,53674,39437
38,Florencio Varela,6,598,2,3,1496,0302F,6501,5181,6237,4971
38,Florencio Varela,6,599,2,3,1130,303,5064,3652,5131,3700
38,Florencio Varela,6,600,2,3,1130,0303A,10115,7387,10476,7651
38,Florencio Varela,6,601,2,3,1130,0303B,31670,22508,33150,23560
128,Presidente Peron,6,602,2,3,1296,304,20706,15555,19943,14982
128,Presidente Peron,6,603,2,3,1296,0304A,32014,21536,38775,26084
128,Presidente Peron,6,604,2,3,1296,0304B,17948,12984,16577,11992
128,Presidente Peron,6,605,2,3,1296,0304C,4494,3100,4254,2934
4,Avellaneda,6,606,2,3,2273,31,1356,1114,1340,1101
4,Avellaneda,6,607,2,3,2273,32,4270,3462,4197,3403
4,Avellaneda,6,608,2,3,2273,33,12054,9660,11950,9577
44,General Lamadrid,6,609,2,6,1204,330,8639,6254,8666,6274
44,General Lamadrid,6,610,2,6,1706,332,256,204,266,212
44,General Lamadrid,6,611,2,6,1508,334,620,476,607,466
44,General Lamadrid,6,612,2,6,1747,335,304,248,313,255
44,General Lamadrid,6,613,2,6,2295,336,49,31,58,37
4,Avellaneda,6,614,2,3,215,34,21331,15842,22832,16957
4,Avellaneda,6,615,2,3,215,37,21477,16824,22304,17472
4,Avellaneda,6,616,2,3,215,38,38020,27184,42039,30058
4,Avellaneda,6,617,2,3,215,39,55117,41161,58915,43997
4,Avellaneda,6,618,2,3,215,40,71855,53804,75770,56736
56,Adolfo Gonzales Chaves,6,619,2,6,34,424,8922,6986,8975,7028
56,Adolfo Gonzales Chaves,6,620,2,6,856,427,1701,1132,1729,1151
56,Adolfo Gonzales Chaves,6,621,2,6,1442,428,224,178,232,184
57,Guamini,6,622,2,6,1284,430,2932,2256,3047,2345
57,Guamini,6,623,2,6,489,431,4500,3222,4455,3190
57,Guamini,6,624,2,6,1639,432,1667,1365,1683,1378
57,Guamini,6,625,2,6,647,433,140,101,153,110
57,Guamini,6,626,2,6,1179,434,840,717,879,750
59,Benito Juarez,6,627,2,6,309,436,14578,11527,14780,11687
59,Benito Juarez,6,628,2,6,785,437,59,44,123,91
59,Benito Juarez,6,629,2,6,270,439,2818,2150,2850,2174
59,Benito Juarez,6,630,2,6,1778,440,203,150,203,150
59,Benito Juarez,6,631,2,6,2823,441,181,24,170,23
63,La Plata,6,632,2,8,1580,460,1822,1013,3158,1756
63,La Plata,6,633,2,8,1580,461,1462,658,3260,1467
63,La Plata,6,634,2,8,1580,462,1584,1132,1658,1185
63,La Plata,6,635,2,8,1580,463,988,376,3346,1274
63,La Plata,6,636,2,8,1580,464,2254,1756,2286,1781
63,La Plata,6,637,2,8,1580,465,1936,1549,1956,1565
63,La Plata,6,638,2,8,1580,466,2088,1595,2111,1613
63,La Plata,6,639,2,8,1580,467,1850,1459,1897,1496
63,La Plata,6,640,2,8,1580,468,1808,1380,1863,1422
63,La Plata,6,641,2,8,1580,469,2062,1286,2085,1300
63,La Plata,6,642,2,8,1580,471,1729,1345,1769,1376
63,La Plata,6,643,2,8,1580,472,1259,927,1279,942
63,La Plata,6,644,2,8,1580,473,4113,2689,4075,2664
63,La Plata,6,645,2,8,1580,474,4791,3803,4830,3834
63,La Plata,6,646,2,8,1580,475,15836,11689,17023,12565
63,La Plata,6,647,2,8,1580,476,2846,2313,2861,2325
63,La Plata,6,648,2,8,1580,477,6611,5162,6826,5330
63,La Plata,6,649,2,8,1580,480,2643,1853,2652,1859
63,La Plata,6,650,2,8,1580,481,3121,1992,4263,2721
63,La Plata,6,651,2,8,1580,482,2744,1889,2771,1908
63,La Plata,6,652,2,8,1580,483,2663,2144,2701,2175
63,La Plata,6,653,2,8,1580,484,2640,1787,2697,1826
63,La Plata,6,654,2,8,1580,485,2232,1774,2277,1810
63,La Plata,6,655,2,8,1580,486,2733,1933,2773,1961
63,La Plata,6,656,2,8,1580,487,2296,1891,2288,1884
63,La Plata,6,657,2,8,1580,488,3154,2590,3203,2630
34,Ensenada,6,658,2,3,954,490,13067,9703,13353,9915
34,Ensenada,6,659,2,3,1066,491,33186,25485,35249,27069
34,Ensenada,6,660,2,3,2391,0491A,12790,9867,12519,9658
34,Ensenada,6,661,2,3,1401,492,188,136,193,140
63,La Plata,6,662,2,8,1399,493,106,0,109,0
63,La Plata,6,663,2,8,1580,495,25031,18915,26364,19922
63,La Plata,6,664,2,8,1580,496,29306,21990,30988,23252
63,La Plata,6,665,2,8,1580,0496A,13868,10297,17206,12776
63,La Plata,6,666,2,8,1580,0496B,13426,10131,14665,11066
63,La Plata,6,667,2,8,1580,0496C,14921,11149,16727,12498
63,La Plata,6,668,2,8,1580,0496D,18331,13185,19204,13813
63,La Plata,6,669,2,8,163,0496E,5886,4761,5490,4441
63,La Plata,6,670,2,8,1355,0496F,283,193,275,188
63,La Plata,6,671,2,8,1580,497,13511,10504,15039,11692
63,La Plata,6,672,2,8,2289,0497A,850,425,1157,579
63,La Plata,6,673,2,8,1821,0497B,10573,8347,10283,8118
63,La Plata,6,674,2,8,1580,0497C,10088,7714,9833,7519
63,La Plata,6,675,2,8,1580,0497D,10738,8002,12307,9171
63,La Plata,6,676,2,8,1580,0497E,12690,9204,13378,9703
63,La Plata,6,677,2,8,1580,0497F,3649,2309,5491,3475
63,La Plata,6,678,2,8,143,498,1585,1237,1440,1124
1,Adolfo Alsina,6,679,2,6,3091,5,1117,817,1137,832
63,La Plata,6,680,2,8,1580,501,45571,33917,48943,36427
63,La Plata,6,681,2,8,1580,502,43236,32601,45746,34494
63,La Plata,6,682,2,8,617,503,6908,5595,6466,5237
63,La Plata,6,683,2,8,1310,0503A,9636,7143,10671,7910
63,La Plata,6,684,2,8,617,504,36984,29380,36927,29335
63,La Plata,6,685,2,8,1580,0504A,27437,21530,30330,23800
63,La Plata,6,686,2,8,1580,505,16575,11797,17049,12134
63,La Plata,6,687,2,8,199,0505A,11856,9138,12132,9351
63,La Plata,6,688,2,8,998,0505B,3893,2443,5013,3146
63,La Plata,6,689,2,8,1580,508,11610,7983,15620,10740
63,La Plata,6,690,2,8,1580,0508A,13282,10123,13081,9970
63,La Plata,6,691,2,8,1580,0508B,9000,6974,8494,6582
63,La Plata,6,692,2,8,1755,0508C,9477,7472,9091,7168
63,La Plata,6,693,2,8,1580,0508D,11717,8249,13740,9673
63,La Plata,6,694,2,8,1755,0508E,8791,6937,8358,6595
63,La Plata,6,695,2,8,2002,0508F,2267,1694,2250,1681
63,La Plata,6,696,2,8,15,0508G,667,487,656,479
63,La Plata,6,697,2,8,15,509,7308,3709,13021,6608
63,La Plata,6,698,2,8,277,0509A,9739,7495,9712,7474
12,Berisso,6,699,2,3,1066,511,7253,5927,7209,5891
12,Berisso,6,700,2,3,315,512,21595,17078,21991,17391
12,Berisso,6,701,2,3,315,513,32278,24670,33482,25590
12,Berisso,6,702,2,3,276,0513A,22141,16024,24506,17736
63,La Plata,6,703,2,8,1580,516,3077,1986,3174,2049
63,La Plata,6,704,2,8,1580,517,3303,2497,3345,2529
63,La Plata,6,705,2,8,1580,518,2692,1328,4560,2250
63,La Plata,6,706,2,8,1580,519,5614,3604,7531,4835
63,La Plata,6,707,2,8,1580,520,8223,6592,8346,6691
63,La Plata,6,708,2,8,1580,521,3562,2508,3614,2545
64,Laprida,6,709,2,6,1660,524,9677,7701,9668,7694
64,Laprida,6,710,2,6,2607,528,262,208,270,214
69,Lobos,6,711,2,3,1759,574,21552,16436,23174,17673
69,Lobos,6,712,2,3,1061,575,8654,6534,7547,5698
69,Lobos,6,713,2,3,1683,576,330,256,317,246
69,Lobos,6,714,2,3,1433,0576A,167,121,144,104
69,Lobos,6,715,2,3,157,577,525,377,536,385
69,Lobos,6,716,2,3,2544,578,1028,845,1000,822
69,Lobos,6,717,2,3,3151,579,576,462,531,426
69,Lobos,6,718,2,3,831,580,191,142,184,137
69,Lobos,6,719,2,3,3202,581,359,283,371,292
70,Lomas de Zamora,6,720,2,3,1769,583,56819,41634,66018,48375
70,Lomas de Zamora,6,721,2,3,1769,0583A,40595,29694,47281,34585
70,Lomas de Zamora,6,722,2,3,1372,0583B,30829,23915,31238,24232
70,Lomas de Zamora,6,723,2,3,1769,0583C,23736,16145,30782,20938
70,Lomas de Zamora,6,724,2,3,1372,0583D,30016,24292,27835,22527
70,Lomas de Zamora,6,725,2,3,1769,0583E,21692,16268,19406,14554
70,Lomas de Zamora,6,726,2,3,264,584,19569,14711,21871,16442
70,Lomas de Zamora,6,727,2,3,264,585,11434,9114,11555,9210
70,Lomas de Zamora,6,728,2,3,1769,586,16879,9624,35000,19957
70,Lomas de Zamora,6,729,2,3,1769,587,97040,71855,103076,76324
70,Lomas de Zamora,6,730,2,3,1769,588,12350,9673,12567,9843
70,Lomas de Zamora,6,731,2,3,264,589,22074,17515,22219,17630
70,Lomas de Zamora,6,732,2,3,2827,590,36648,29237,36765,29330
70,Lomas de Zamora,6,733,2,3,1769,0590A,43730,33890,44485,34475
70,Lomas de Zamora,6,734,2,3,1769,591,15057,10003,18897,12554
70,Lomas de Zamora,6,735,2,3,2901,592,7019,5598,7324,5841
70,Lomas de Zamora,6,736,2,3,1757,593,21923,16858,21854,16805
70,Lomas de Zamora,6,737,2,3,1757,0593A,11747,7382,18652,11721
1,Adolfo Alsina,6,738,2,6,1095,6,84,65,99,77
72,Magdalena,6,739,2,3,1209,604,2830,2348,2770,2298
72,Magdalena,6,740,2,3,205,605,924,474,906,465
72,Magdalena,6,741,2,3,1908,606,11895,8015,11735,7907
72,Magdalena,6,742,2,3,1454,607,94,66,100,70
72,Magdalena,6,743,2,3,2490,608,164,133,170,138
72,Magdalena,6,744,2,3,2954,609,426,346,406,330
72,Magdalena,6,745,2,3,1426,610,46,29,43,27
131,Punta Indio,6,746,2,3,1623,611,96,71,104,77
131,Punta Indio,6,747,2,3,114,612,277,219,269,213
131,Punta Indio,6,748,2,3,2941,613,7957,5930,8050,5999
131,Punta Indio,6,749,2,3,2274,0613A,1036,547,1045,552
131,Punta Indio,6,750,2,3,2390,0613B,1104,849,1006,774
61,La Matanza,6,751,2,3,2622,626,50733,40151,51639,40868
61,La Matanza,6,752,2,3,1395,0626A,38005,29245,38012,29250
61,La Matanza,6,753,2,3,1562,627,16704,10442,22909,14321
61,La Matanza,6,754,2,3,1562,628,49708,36417,56008,41032
61,La Matanza,6,755,2,3,1562,629,31516,23158,35112,25800
61,La Matanza,6,756,2,3,1395,0629A,54771,41482,59036,44712
61,La Matanza,6,757,2,3,1395,0629B,41451,32886,40807,32375
61,La Matanza,6,758,2,3,1770,630,34622,26925,34823,27081
61,La Matanza,6,759,2,3,1562,631,28588,19390,35767,24259
61,La Matanza,6,760,2,3,626,0631A,43107,30183,50192,35144
61,La Matanza,6,761,2,3,614,0631B,9692,7250,9671,7234
61,La Matanza,6,762,2,3,1395,0631C,18943,11244,31030,18418
61,La Matanza,6,763,2,3,1395,0631D,38483,25998,46368,31325
61,La Matanza,6,764,2,3,74,632,11192,8367,12160,9091
61,La Matanza,6,765,2,3,1562,0632A,12915,10380,12414,9977
61,La Matanza,6,766,2,3,2622,0632B,3760,3113,3615,2993
61,La Matanza,6,767,2,3,1562,633,57694,36332,77749,48961
61,La Matanza,6,768,2,3,1608,634,29782,22915,29810,22937
61,La Matanza,6,769,2,3,1276,635,105814,77381,115029,84120
61,La Matanza,6,770,2,3,1247,0635A,100470,69172,119387,82196
61,La Matanza,6,771,2,3,1276,0635B,112895,81821,128506,93135
61,La Matanza,6,772,2,3,1247,0635C,60487,47781,59042,46640
